Group_112_1	XM_015946039	rna7423	frmd7	XP_015801525.1
Group_258_1	XM_015961478	rna22446	tcf7	XP_015816964.1
Group_6363_0	XM_015961487	rna22454	skp1	XP_015816973.1
Group_51_22	XM_015961489	rna22456	ube2b	XP_015816975.1
Group_2470_1	XM_015961490	rna22457	cdkn2aipnl	XP_015816976.1
Group_1077_5	XM_015961517	rna22486	LOC107386865	XP_015817003.1
Group_15_1	XM_015961529	rna22496	LOC107386875	XP_015817015.1
Group_15_4	XM_015961530	rna22499	LOC107386876	XP_015817016.1
Group_5821_0	XM_015961533	rna22501	abhd11	XP_015817019.1
Group_5530_0	XM_015975103	rna35766	smyd4	XP_015830589.1
Group_1667_0	XM_015961626	rna22594	postn	XP_015817112.1
Group_884_0	XM_015961636	rna22604	LOC107386944	XP_015817122.1
Group_85_4	XM_015961641	rna22608	LOC107386946	XP_015817127.1
Group_158_8	XM_015961668	rna22635	LOC107386961	XP_015817154.1
Group_2008_0	XM_015961671	rna22637	chordc1	XP_015817157.1
Group_890_3	XM_015961673	rna22639	LOC107386965	XP_015817159.1
Group_562_1	XM_015961706	rna22670	LOC107386982	XP_015817192.1
Group_543_6	XM_015961715	rna22682	LOC107386992	XP_015817201.1
Group_8322_0	XM_015961722	rna22689	LOC107386998	XP_015817208.1
Group_326_5	XM_015961727	rna22697	cct8	XP_015817213.1
Group_10_57	XM_015961843	rna22699	LOC107387077	XP_015817329.1
Group_987_1	XM_015961734	rna22700	aldoc	XP_015817220.1
Group_51_30	XM_015961756	rna22721	ube2g1	XP_015817242.1
Group_6742_0	XM_015961758	rna22723	LOC107387021	XP_015817244.1
Group_7726_0	XM_015961774	rna22741	c1qbp	XP_015817260.1
Group_116_1	XM_015961775	rna22742	dhx33	XP_015817261.1
Group_487_8	XM_015961780	rna22745	hspb1	XP_015817266.1
Group_7212_0	XM_015961791	rna22759	supt4h1	XP_015817277.1
Group_2297_0	XM_015961796	rna22764	LOC107387043	XP_015817282.1
Group_27_32	XM_015961812	rna22780	LOC107387056	XP_015817298.1
Group_1326_2	XM_015961802	rna22769	LOC107387046	XP_015817288.1
Group_574_1	XM_015961803	rna22770	LOC107387047	XP_015817289.1
Group_6591_0	XM_015961810	rna22774	znhit3	XP_015817296.1
Group_4_30	XM_015961808	rna22776	LOC107387051	XP_015817294.1
Group_5267_0	XM_015961809	rna22777	pigw	XP_015817295.1
Group_7727_0	XM_015961807	rna22778	ggnbp2	XP_015817293.1
Group_6527_0	XM_015961823	rna22790	shpk	XP_015817309.1
Group_6612_0	XM_015961832	rna22792	emc6	XP_015817318.1
Group_383_2	XM_015961831	rna22793	p2rx5	XP_015817317.1
Group_4945_0	XM_015961917	rna22869	lig3	XP_015817403.1
Group_310_8	XM_015961923	rna22861	dtx2	XP_015817409.1
Group_4220_1	XM_015961865	rna22816	mrpl22	XP_015817351.1
Group_7043_0	XM_015957545	rna18676	uimc1	XP_015813031.1
Group_3179_0	XM_015962007	rna22962	LOC107387191	XP_015817493.1
Group_91_9	XM_015962072	rna22982	tecta	XP_015817558.1
Group_1603_0	XM_015962065	rna23013	orai2	XP_015817551.1
Group_628_6	XM_015962062	rna23014	bckdk	XP_015817548.1
Group_6071_0	XM_015962063	rna23020	alkbh4	XP_015817549.1
Group_1294_2	XM_015962066	rna23021	LOC107387219	XP_015817552.1
Group_1649_2	XM_015962067	rna23022	LOC107387220	XP_015817553.1
Group_7953_0	XM_015963744	rna24650	ict1	XP_015819230.1
Group_7692_0	XM_015963722	rna24625	slc39a11	XP_015819208.1
Group_347_6	XM_015963718	rna24619	LOC107388270	XP_015819204.1
Group_5833_0	XM_015963715	rna24618	cops3	XP_015819201.1
Group_6968_0	XM_015963714	rna24617	nt5m	XP_015819200.1
Group_283_10	XM_015963687	rna24580	maff	XP_015819173.1
Group_7214_0	XM_015963601	rna24489	enthd2	XP_015819087.1
Group_1305_0	XM_015963594	rna24483	bahcc1	XP_015819080.1
Group_2619_1	XM_015963591	rna24478	LOC107388179	XP_015819077.1
Group_7029_0	XM_015963585	rna24474	crym	XP_015819071.1
Group_39_36	XM_015962648	rna24433	LOC107387605	XP_015818134.1
Group_2948_1	XM_015963548	rna24429	LOC107388147	XP_015819034.1
Group_185_2	XM_015963498	rna24379	LOC107388111	XP_015818984.1
Group_1256_2	XM_015962646	rna24369	LOC107387602	XP_015818132.1
Group_4292_0	XM_015963486	rna24366	mki67	XP_015818972.1
Group_632_3	XM_015963483	rna24361	LOC107388096	XP_015818969.1
Group_2143_0	XM_015963438	rna24326	rnf40	XP_015818924.1
Group_4973_0	XM_015963415	rna24294	telo2	XP_015818901.1
Group_1569_1	XM_015963410	rna24291	rab11fip3	XP_015818896.1
Group_121_25	XM_015963408	rna24286	rdh13	XP_015818894.1
Group_1_38	XM_015963401	rna24281	nlrc3	XP_015818887.1
Group_883_2	XM_015963376	rna24259	LOC107388032	XP_015818862.1
Group_2745_1	XM_015963368	rna24252	tbc1d24	XP_015818854.1
Group_1641_0	XM_015963365	rna24249	LOC107388025	XP_015818851.1
Group_3172_1	XM_015963355	rna24241	LOC107388020	XP_015818841.1
Group_6185_0	XM_015963354	rna24239	cog7	XP_015818840.1
Group_198_11	XM_015963349	rna24235	LOC107388017	XP_015818835.1
Group_145_11	XM_015963347	rna24232	LOC107388014	XP_015818833.1
Group_2237_1	XM_015963346	rna24231	LOC107388013	XP_015818832.1
Group_14_4	XM_015963341	rna24227	LOC107388011	XP_015818827.1
Group_1694_2	XM_015963318	rna24206	rexo4	XP_015818804.1
Group_8099_0	XM_015963317	rna24205	pigp	XP_015818803.1
Group_6894_0	XM_015963311	rna24204	LOC107388000	XP_015818797.1
Group_12_31	XM_015963304	rna24202	ptprh	XP_015818790.1
Group_93_0	XM_015962550	rna24152	LOC107387533	XP_015818036.1
Group_17_24	XM_015963250	rna24136	kif22	XP_015818736.1
Group_124_17	XM_015963228	rna24118	LOC107387945	XP_015818714.1
Group_4547_0	XM_015963206	rna24091	LOC107387931	XP_015818692.1
Group_7702_0	XM_015963198	rna24086	LOC107387928	XP_015818684.1
Group_765_0	XM_015963196	rna24082	LOC107387926	XP_015818682.1
Group_1701_0	XM_015963195	rna24081	LOC107387925	XP_015818681.1
Group_2067_2	XM_015963194	rna24080	spop	XP_015818680.1
Group_155_20	XM_015963185	rna24072	LOC107387920	XP_015818671.1
Group_1446_2	XM_015963179	rna24062	smarcd2	XP_015818665.1
Group_46_31	XM_015963178	rna24061	psmc5	XP_015818664.1
Group_83_20	XM_015963172	rna24056	LOC107387913	XP_015818658.1
Group_5365_0	XM_015963152	rna24035	slc35g1	XP_015818638.1
Group_761_0	XM_015963151	rna24034	lgi1	XP_015818637.1
Group_5838_0	XM_015963149	rna24033	LOC107387899	XP_015818635.1
Group_360_13	XM_015963143	rna24023	gfra1	XP_015818629.1
Group_866_1	XM_015963142	rna24022	atrnl1	XP_015818628.1
Group_663_5	XM_015963137	rna24018	afap1l2	XP_015818623.1
Group_1167_0	XM_015963140	rna24021	LOC107387889	XP_015818626.1
Group_7679_0	XM_015963124	rna24006	plekhs1	XP_015818610.1
Group_6_19	XM_015963088	rna23974	LOC107387858	XP_015818574.1
Group_1945_1	XM_015963086	rna23972	LOC107387857	XP_015818572.1
Group_2474_1	XM_015963085	rna23971	LOC107387856	XP_015818571.1
Group_2913_1	XM_015963075	rna23961	LOC107387849	XP_015818561.1
Group_2426_1	XM_015962637	rna23958	med1	XP_015818123.1
Group_207_16	XM_015962636	rna23956	LOC107387580	XP_015818122.1
Group_4830_0	XM_015962634	rna23953	pnmt	XP_015818120.1
Group_5013_0	XM_015962594	rna23916	coasy	XP_015818080.1
Group_2210_0	XM_015962582	rna23904	vcl	XP_015818068.1
Group_2151_1	XM_015962576	rna23902	LOC107387556	XP_015818062.1
Group_199_8	XM_015962581	rna23894	LOC107387559	XP_015818067.1
Group_199_6	XM_015962571	rna23893	dusp13	XP_015818057.1
Group_715_1	XM_015962570	rna23892	samd8	XP_015818056.1
Group_693_4	XM_015962567	rna23891	LOC107387551	XP_015818053.1
Group_1847_1	XM_015962568	rna23890	comtd1	XP_015818054.1
Group_1158_2	XM_015962566	rna23889	LOC107387550	XP_015818052.1
Group_2660_0	XM_015963062	rna23873	zcchc24	XP_015818548.1
Group_134_1	XM_015963063	rna23872	ppif	XP_015818549.1
Group_95_16	XM_015963045	rna23860	LOC107387836	XP_015818531.1
Group_103_23	XM_015963032	rna23851	nodal	XP_015818518.1
Group_978_3	XM_015963028	rna23845	spock2	XP_015818514.1
Group_6236_0	XM_015963027	rna23843	anapc16	XP_015818513.1
Group_1189_2	XM_015963023	rna23842	ddit4	XP_015818509.1
Group_937_1	XM_015963022	rna23840	LOC107387822	XP_015818508.1
Group_65_22	XM_015963011	rna23830	LOC107387816	XP_015818497.1
Group_54_33	XM_015963003	rna23822	rgr	XP_015818489.1
Group_1212_2	XM_015963002	rna23821	LOC107387808	XP_015818488.1
Group_671_1	XM_015962962	rna23779	LOC107387783	XP_015818448.1
Group_86_20	XM_015976124	rna36791	mmp21	XP_015831610.1
Group_4939_0	XM_015976131	rna36797	bccip	XP_015831617.1
Group_168_13	XM_015962959	rna23778	LOC107387781	XP_015818445.1
Group_323_0	XM_015962545	rna23774	dock1	XP_015818031.1
Group_7134_0	XM_015962953	rna23772	LOC107387777	XP_015818439.1
Group_152_12	XM_015962945	rna23764	LOC107387773	XP_015818431.1
Group_2670_0	XM_015962929	rna23750	LOC107387767	XP_015818415.1
Group_2177_0	XM_015962928	rna23748	LOC107387766	XP_015818414.1
Group_5104_0	XM_015962926	rna23746	pigf	XP_015818412.1
Group_280_3	XM_015962917	rna23734	epas1	XP_015818403.1
Group_2641_0	XM_015962913	rna23733	LOC107387751	XP_015818399.1
Group_974_1	XM_015962910	rna23729	LOC107387748	XP_015818396.1
Group_61_22	XM_015962885	rna23705	LOC107387738	XP_015818371.1
Group_26_43	XM_015962886	rna23706	LOC107387739	XP_015818372.1
Group_6337_0	XM_015962862	rna23686	pgs1	XP_015818348.1
Group_34_34	XM_015962543	rna23659	LOC107387524	XP_015818029.1
Group_6729_0	XM_015962840	rna23653	nat9	XP_015818326.1
Group_7452_0	XM_015962836	rna23652	LOC107387714	XP_015818322.1
Group_5122_0	XM_015962834	rna23649	timm23	XP_015818320.1
Group_542_1	XM_015962825	rna23642	LOC107387708	XP_015818311.1
Group_84_18	XM_015962817	rna23633	LOC107387702	XP_015818303.1
Group_73_17	XM_015962803	rna23620	sdk2	XP_015818289.1
Group_3159_1	XM_015962802	rna23614	cdc42ep4	XP_015818288.1
Group_5_59	XM_015962790	rna23601	LOC107387680	XP_015818276.1
Group_7198_0	XM_015962787	rna23597	tmem101	XP_015818273.1
Group_145_15	XM_015962786	rna23596	LOC107387674	XP_015818272.1
Group_3882_0	XM_015962785	rna23595	lsm12	XP_015818271.1
Group_842_0	XM_015962774	rna23585	tanc2	XP_015818260.1
Group_42_24	XM_015962760	rna23572	sema4g	XP_015818246.1
Group_6067_1	XM_015962759	rna23571	mrpl43	XP_015818245.1
Group_7749_0	XM_015962746	rna23557	LOC107387651	XP_015818232.1
Group_5472_0	XM_015962666	rna23478	meox1	XP_015818152.1
Group_1683_4	XM_015962661	rna23472	LOC107387618	XP_015818147.1
Group_46_10	XM_015962657	rna23470	LOC107387615	XP_015818143.1
Group_998_3	XM_015962655	rna23466	cdk5r1	XP_015818141.1
Group_186_10	XM_015962406	rna23458	osbpl7	XP_015817892.1
Group_6098_0	XM_015962411	rna23455	pnpo	XP_015817897.1
Group_4010_1	XM_015962416	rna23454	prr15l	XP_015817902.1
Group_723_1	XM_015962415	rna23449	cbx1	XP_015817901.1
Group_1717_2	XM_015962417	rna23448	snx11	XP_015817903.1
Group_2914_0	XM_015962418	rna23447	skap1	XP_015817904.1
Group_55_12	XM_015962421	rna23442	hoxb6	XP_015817907.1
Group_6229_0	XM_015962430	rna23436	snf8	XP_015817916.1
Group_3965_0	XM_015962431	rna23435	msl1	XP_015817917.1
Group_7555_0	XM_015962435	rna23431	mrm1	XP_015817921.1
Group_38_26	XM_015962442	rna23426	srcap	XP_015817928.1
Group_849_0	XM_015962476	rna23394	LOC107387485	XP_015817962.1
Group_2594_1	XM_015962477	rna23392	syde1	XP_015817963.1
Group_88_10	XM_015962152	rna23258	LOC107387279	XP_015817638.1
Group_88_7	XM_015962153	rna23257	LOC107387280	XP_015817639.1
Group_5390_0	XM_015962293	rna23119	LOC107387361	XP_015817779.1
Group_639_4	XM_015962299	rna23113	pbx1	XP_015817785.1
Group_0_115	XM_015962303	rna23108	LOC107387367	XP_015817789.1
Group_6381_0	XM_015962307	rna23100	dr1	XP_015817793.1
Group_1618_1	XM_015962314	rna23097	fam69a	XP_015817800.1
Group_448_2	XM_015962330	rna23083	brdt	XP_015817816.1
Group_3726_0	XM_015962329	rna23084	ephx4	XP_015817815.1
Group_217_11	XM_015962338	rna23075	LOC107387390	XP_015817824.1
Group_87_26	XM_015962340	rna23073	lmo4	XP_015817826.1
Group_2738_1	XM_015962341	rna23072	LOC107387394	XP_015817827.1
Group_111_14	XM_015962343	rna23070	sox14	XP_015817829.1
Group_0_191	XM_015962367	rna23043	bcl6	XP_015817853.1
Group_235_1	XM_015976498	rna37156	LOC107396682	XP_015831984.1
Group_6215_0	XM_015974328	rna34942	gtpbp6	XP_015829814.1
Group_5830_0	XM_015974321	rna34932	tbc1d23	XP_015829807.1
Group_4743_0	XM_015974320	rna34931	tomm70	XP_015829806.1
Group_15_20	XM_015975590	rna36259	LOC107396066	XP_015831076.1
Group_695_3	XM_015975544	rna36254	LOC107396043	XP_015831030.1
Group_652_4	XM_015975586	rna36247	rs1	XP_015831072.1
Group_38_37	XM_015975577	rna36227	chd1l	XP_015831063.1
Group_214_8	XM_015968691	rna2422	LOC107391390	XP_015824177.1
Group_1124_2	XM_015977342	rna38051	LOC107397367	XP_015832828.1
Group_364_5	XM_015971650	rna32361	scamp4	XP_015827136.1
Group_1889_1	XM_015971645	rna32355	LOC107393353	XP_015827131.1
Group_3_122	XM_015971642	rna32351	LOC107393351	XP_015827128.1
Group_1987_1	XM_015971623	rna32338	sbno2	XP_015827109.1
Group_1510_1	XM_015971664	rna32379	zyg11b	XP_015827150.1
Group_963_3	XM_015971581	rna32290	LOC107393306	XP_015827067.1
Group_7871_0	XM_015971587	rna32295	csgr17h19orf70	XP_015827073.1
Group_99_1	XM_015971589	rna32301	fgf22	XP_015827075.1
Group_5187_0	XM_015971590	rna32302	polrmt	XP_015827076.1
Group_2569_1	XM_015971612	rna32323	cilp2	XP_015827098.1
Group_204_8	XM_015971618	rna32329	LOC107393335	XP_015827104.1
Group_2501_0	XM_015971527	rna32243	fkbp8	XP_015827013.1
Group_969_1	XM_015971526	rna32242	ssbp4	XP_015827012.1
Group_1476_1	XM_015971522	rna32237	LOC107393274	XP_015827008.1
Group_153_15	XM_015971491	rna32209	glis1	XP_015826977.1
Group_6726_0	XM_015971483	rna32202	fpgt	XP_015826969.1
Group_97_11	XM_015971456	rna32177	LOC107393231	XP_015826942.1
Group_96_15	XM_015971282	rna32176	LOC107393110	XP_015826768.1
Group_60_12	XM_015971452	rna32172	LOC107393228	XP_015826938.1
Group_3244_1	XM_015971448	rna32168	LOC107393225	XP_015826934.1
Group_4603_0	XM_015971429	rna32154	scyl3	XP_015826915.1
Group_5825_0	XM_015971422	rna32142	sac3d1	XP_015826908.1
Group_345_5	XM_015971415	rna32140	cpamd8	XP_015826901.1
Group_1219_3	XM_015971391	rna32110	c2cd4c	XP_015826877.1
Group_6473_0	XM_015971360	rna32080	gclm	XP_015826846.1
Group_4324_0	XM_015971380	rna32099	fh	XP_015826866.1
Group_3403_1	XM_015971359	rna32077	spata6	XP_015826845.1
Group_1537_0	XM_015971342	rna32060	cdkn2c	XP_015826828.1
Group_1262_0	XM_015971337	rna32055	eps15	XP_015826823.1
Group_860_5	XM_015971334	rna32054	LOC107393148	XP_015826820.1
Group_1259_1	XM_015971335	rna32053	LOC107393149	XP_015826821.1
Group_596_3	XM_015971277	rna32052	osbpl9	XP_015826763.1
Group_9170_0	XM_015971301	rna32017	LOC107393121	XP_015826787.1
Group_1529_0	XM_015971300	rna32016	tnfaip8l1	XP_015826786.1
Group_5179_0	XM_015971299	rna32015	cope	XP_015826785.1
Group_5298_0	XM_015971298	rna32014	cers1	XP_015826784.1
Group_6_64	XM_015970540	rna31992	LOC107392649	XP_015826026.1
Group_97_18	XM_015970542	rna31990	fbn3	XP_015826028.1
Group_1293_0	XM_015970544	rna31989	ctxn1	XP_015826030.1
Group_2728_0	XM_015970549	rna31987	LOC107392656	XP_015826035.1
Group_146_3	XM_015970553	rna31979	LOC107392658	XP_015826039.1
Group_859_0	XM_015970592	rna31940	LOC107392689	XP_015826078.1
Group_738_2	XM_015970609	rna31920	negr1	XP_015826095.1
Group_69_21	XM_015970612	rna31918	adgrl4	XP_015826098.1
Group_1327_3	XM_015970657	rna31876	LOC107392715	XP_015826143.1
Group_1327_2	XM_015970658	rna31873	LOC107392716	XP_015826144.1
Group_6420_0	XM_015970689	rna31845	ppp1r2	XP_015826175.1
Group_1943_0	XM_015970692	rna31842	LOC107392740	XP_015826178.1
Group_353_5	XM_015970703	rna31831	nmur1	XP_015826189.1
Group_7344_0	XM_015970731	rna31805	srek1ip1	XP_015826217.1
Group_6378_0	XM_015970795	rna31744	slc35e1	XP_015826281.1
Group_6350_0	XM_015970815	rna31722	ndufa7	XP_015826301.1
Group_83_16	XM_015970816	rna31721	LOC107392804	XP_015826302.1
Group_1223_0	XM_015970828	rna31709	arid3a	XP_015826314.1
Group_6419_1	XM_015970831	rna31706	LOC107392813	XP_015826317.1
Group_7294_0	XM_015970832	rna31705	ndufs7	XP_015826318.1
Group_215_2	XM_015970840	rna31701	dazap1	XP_015826326.1
Group_2673_0	XM_015970908	rna31631	plvap	XP_015826394.1
Group_8269_0	XM_015970912	rna31628	ushbp1	XP_015826398.1
Group_2417_1	XM_015970924	rna31616	rexo1	XP_015826410.1
Group_43_20	XM_015970942	rna31612	LOC107392881	XP_015826428.1
Group_2109_0	XM_015970947	rna31606	acer1	XP_015826433.1
Group_2000_0	XM_015970945	rna31605	mllt1	XP_015826431.1
Group_970_3	XM_015970929	rna31597	LOC107392873	XP_015826415.1
Group_1981_0	XM_015970928	rna31594	tpr	XP_015826414.1
Group_1813_2	XM_015970948	rna31593	LOC107392884	XP_015826434.1
Group_3520_0	XM_015970951	rna31591	pla2g4a	XP_015826437.1
Group_2994_0	XM_015970952	rna31590	arpc5	XP_015826438.1
Group_2353_0	XM_015970988	rna31546	raver2	XP_015826474.1
Group_1631_1	XM_015970993	rna31540	pgm1	XP_015826479.1
Group_389_0	XM_015971013	rna31520	LOC107392936	XP_015826499.1
Group_4296_1	XM_015971014	rna31519	csgr17h1orf210	XP_015826500.1
Group_300_11	XM_015971018	rna31513	cyr61	XP_015826504.1
Group_92_24	XM_015971143	rna31383	LOC107393016	XP_015826629.1
Group_84_35	XM_015971151	rna31376	LOC107393019	XP_015826637.1
Group_84_37	XM_015971154	rna31373	LOC107393021	XP_015826640.1
Group_84_32	XM_015942242	rna40045	LOC107374091	XP_015797728.1
Group_4952_0	XM_015971198	rna31331	tbc1d7	XP_015826684.1
Group_211_8	XM_015971205	rna31320	irf4	XP_015826691.1
Group_98_17	XM_015971236	rna31289	serpinc1	XP_015826722.1
Group_47_33	XM_015942387	rna40201	LOC107374239	XP_015797873.1
Group_5421_0	XM_015969063	rna29824	jmjd7	XP_015824549.1
Group_5350_0	XM_015969019	rna29771	zfyve21	XP_015824505.1
Group_918_0	XM_015969012	rna29767	klc1	XP_015824498.1
Group_6853_0	XM_015969018	rna29766	apopt1	XP_015824504.1
Group_7479_0	XM_015969017	rna29765	bag5	XP_015824503.1
Group_77_8	XM_015969243	rna29929	LOC107391801	XP_015824729.1
Group_662_1	XM_015969232	rna29978	LOC107391788	XP_015824718.1
Group_213_1	XM_015969352	rna30052	LOC107391873	XP_015824838.1
Group_6503_0	XM_015969354	rna30059	manba	XP_015824840.1
Group_1564_2	XM_015969375	rna30077	LOC107391884	XP_015824861.1
Group_30_9	XM_015969378	rna30080	LOC107391886	XP_015824864.1
Group_5998_0	XM_015941070	rna38710	mrps26	XP_015796556.1
Group_2275_0	XM_015969407	rna30107	letm1	XP_015824893.1
Group_7869_0	XM_015969447	rna30151	LOC107391934	XP_015824933.1
Group_2731_0	XM_015969450	rna30155	arg2	XP_015824936.1
Group_4462_0	XM_015969456	rna30160	zfyve26	XP_015824942.1
Group_6640_0	XM_015969460	rna30164	tc2n	XP_015824946.1
Group_97_20	XM_015969195	rna30165	fbln5	XP_015824681.1
Group_4424_0	XM_015969190	rna30168	golga5	XP_015824676.1
Group_2063_0	XM_015969166	rna30206	sos2	XP_015824652.1
Group_49_34	XM_015969204	rna30209	cdkl1	XP_015824690.1
Group_1157_2	XM_015969194	rna30220	atl1	XP_015824680.1
Group_4748_0	XM_015969485	rna30254	slc18b1	XP_015824971.1
Group_4648_0	XM_015969502	rna30270	rmnd1	XP_015824988.1
Group_0_244	XM_015969524	rna30296	zbtb24	XP_015825010.1
Group_394_6	XM_015969556	rna30326	LOC107392002	XP_015825042.1
Group_6934_0	XM_015969580	rna30349	mbip	XP_015825066.1
Group_177_9	XM_015969583	rna30353	slc25a21	XP_015825069.1
Group_2144_1	XM_015969584	rna30354	plekhh1	XP_015825070.1
Group_532_3	XM_015969585	rna30355	zfp36l1	XP_015825071.1
Group_1991_1	XM_015969586	rna30356	tmem229b	XP_015825072.1
Group_1563_1	XM_015969587	rna30357	mta1	XP_015825073.1
Group_418_5	XM_015969591	rna30360	crip1	XP_015825077.1
Group_353_7	XM_015969641	rna30386	ghsr	XP_015825127.1
Group_101_23	XM_015969642	rna30391	slc2a2	XP_015825128.1
Group_1801_1	XM_015969643	rna30392	LOC107392075	XP_015825129.1
Group_839_0	XM_015969650	rna30405	ptbp1	XP_015825136.1
Group_314_11	XM_015969658	rna30409	LOC107392086	XP_015825144.1
Group_922_0	XM_015969703	rna30457	LOC107392114	XP_015825189.1
Group_6035_0	XM_015969706	rna30460	d2hgdh	XP_015825192.1
Group_771_3	XM_015969704	rna30462	LOC107392115	XP_015825190.1
Group_232_11	XM_015969727	rna30481	LOC107392129	XP_015825213.1
Group_5792_0	XM_015969786	rna30541	lclat1	XP_015825272.1
Group_3518_1	XM_015969792	rna30545	ddhd1	XP_015825278.1
Group_1356_0	XM_015969794	rna30547	fermt2	XP_015825280.1
Group_3697_0	XM_015969798	rna30551	stxbp6	XP_015825284.1
Group_33_14	XM_015969803	rna30557	gjd2	XP_015825289.1
Group_7657_0	XM_015969808	rna30564	csgr16h15orf41	XP_015825294.1
Group_2354_0	XM_015969826	rna30574	fam98b	XP_015825312.1
Group_152_17	XM_015969827	rna30583	kcnk10	XP_015825313.1
Group_1696_2	XM_015969840	rna30600	wdr20	XP_015825326.1
Group_795_4	XM_015969857	rna30611	luzp1	XP_015825343.1
Group_6175_0	XM_015969870	rna30623	LOC107392207	XP_015825356.1
Group_1122_2	XM_015969871	rna30624	ythdf2	XP_015825357.1
Group_580_0	XM_015969874	rna30627	e2f2	XP_015825360.1
Group_612_0	XM_015969875	rna30628	LOC107392212	XP_015825361.1
Group_467_3	XM_015969879	rna30632	cnksr1	XP_015825365.1
Group_2502_3	XM_015969888	rna30640	nipal3	XP_015825374.1
Group_7746_0	XM_015969906	rna30643	tmem234	XP_015825392.1
Group_5720_0	XM_015969607	rna30650	fancm	XP_015825093.1
Group_177_3	XM_015969901	rna30652	slc25a29	XP_015825387.1
Group_4142_0	XM_015969893	rna30654	wars	XP_015825379.1
Group_679_4	XM_015969918	rna30669	rlf	XP_015825404.1
Group_4479_0	XM_015969927	rna30677	mtfr1l	XP_015825413.1
Group_143_3	XM_015969934	rna30685	LOC107392251	XP_015825420.1
Group_2118_0	XM_015969942	rna30693	snx14	XP_015825428.1
Group_2251_2	XM_015969957	rna30704	colec11	XP_015825443.1
Group_5170_0	XM_015969963	rna30711	cmpk2	XP_015825449.1
Group_6475_0	XM_015969964	rna30712	rsad2	XP_015825450.1
Group_955_1	XM_015969975	rna30715	id2	XP_015825461.1
Group_5125_0	XM_015969983	rna30727	itgb1bp1	XP_015825469.1
Group_190_1	XM_015959627	rna20699	LOC107385629	XP_015815113.1
Group_1418_1	XM_015959623	rna20698	smarcc2	XP_015815109.1
Group_442_4	XM_015959626	rna20697	myl6	XP_015815112.1
Group_5637_0	XM_015959625	rna20696	tsfm	XP_015815111.1
Group_1026_0	XM_015959621	rna20694	endou	XP_015815107.1
Group_207_4	XM_015959620	rna20693	LOC107385624	XP_015815106.1
Group_408_5	XM_015959618	rna20691	LOC107385622	XP_015815104.1
