rna0	XM_015955279
rna5097	XM_015943800
rna5098	XM_015943801
rna5099	XM_015943802
rna5100	XM_015943809
rna5101	XM_015943808
rna5102	XM_015943804
rna5103	XM_015943805
rna5104	XM_015943803
rna5105	XM_015943810
rna5106	XM_015943812
rna5107	XM_015943813
rna5108	XM_015943811
rna5109	XM_015943821
rna5110	XM_015943814
rna5111	XM_015943815
rna5112	XM_015943817
rna5113	XM_015943818
rna5114	XM_015943819
rna5115	XM_015943820
rna5116	XM_015943822
rna5117	XM_015943824
rna5118	XM_015943823
rna5119	XM_015943825
rna5120	XM_015943826
rna5122	XM_015943380
rna5123	XM_015944010
rna5124	XM_015944009
rna5125	XM_015944007
rna5126	XM_015944008
rna5127	XM_015943841
rna5128	XM_015944006
rna5129	XM_015944005
rna5130	XM_015944003
rna5131	XM_015944004
rna5132	XM_015944001
rna5133	XM_015944002
rna5134	XM_015944000
rna5135	XM_015943999
rna5138	XM_015943996
rna5139	XM_015943995
rna5141	XM_015943994
rna5142	XM_015943993
rna5143	XM_015943992
rna5144	XM_015943991
rna5145	XM_015943990
rna5146	XM_015943989
rna5147	XM_015943988
rna5148	XM_015943978
rna5149	XM_015943980
rna5150	XM_015943981
rna5151	XM_015943979
rna5152	XM_015943983
rna5153	XM_015943985
rna5154	XM_015943982
rna5155	XM_015943987
rna5156	XM_015943984
rna5157	XM_015943986
rna5158	XM_015943839
rna5159	XM_015943977
rna5160	XM_015943975
rna5161	XM_015943973
rna5162	XM_015943974
rna5163	XM_015943976
rna5164	XM_015943838
rna5165	XM_015943970
rna5166	XM_015943971
rna5169	XM_015943969
rna5171	XM_015943968
rna5172	XM_015943965
rna5173	XM_015943964
rna5174	XM_015943963
rna5175	XM_015943967
rna5176	XM_015943966
rna5177	XM_015943961
rna5178	XM_015943960
rna5179	XM_015943956
rna5180	XM_015943955
rna5181	XM_015943958
rna5182	XM_015943953
rna5183	XM_015943957
rna5184	XM_015943954
rna5185	XM_015943959
rna5186	XM_015943952
rna5187	XM_015943950
rna5188	XM_015943951
rna5189	XM_015943948
rna5190	XM_015943945
rna5191	XM_015943947
rna5192	XM_015943946
rna5193	XM_015943942
rna5194	XM_015943941
rna5195	XM_015943943
rna5196	XM_015943944
rna5197	XM_015943940
rna5198	XM_015943938
rna5199	XM_015943936
rna5200	XM_015943937
rna5201	XM_015943935
rna5202	XM_015943934
rna5203	XM_015943933
rna5206	XM_015943930
rna5208	XM_015943931
rna5209	XM_015943919
rna5210	XM_015943924
rna5211	XM_015943921
rna5212	XM_015943923
rna5213	XM_015943922
rna5214	XM_015943926
rna5215	XM_015943927
rna5216	XM_015943928
rna5217	XM_015943929
rna5218	XM_015943920
rna5219	XM_015943918
rna5220	XM_015943916
rna5221	XM_015943913
rna5222	XM_015943917
rna5223	XM_015943912
rna5224	XM_015943904
rna5225	XM_015943910
rna5228	XM_015943899
rna5229	XM_015943903
rna5230	XM_015943902
rna5231	XM_015943901
rna5232	XM_015943907
rna5233	XM_015943908
rna5234	XM_015943911
rna5235	XM_015943905
rna5236	XM_015943909
rna5237	XM_015943906
rna5238	XM_015944012
rna5239	XM_015943837
rna5240	XM_015943898
rna5241	XM_015943897
rna5242	XM_015943896
rna5243	XM_015943890
rna5244	XM_015943891
rna5245	XM_015943892
rna5248	XM_015943894
rna5250	XM_015943895
rna5251	XM_015944011
rna5252	XM_015943887
rna5253	XM_015943888
rna5254	XM_015943886
rna5255	XM_015943889
rna5256	XM_015943885
rna5257	XM_015943884
rna5258	XM_015943881
rna5259	XM_015943882
rna5260	XM_015943836
rna5261	XM_015943880
rna5262	XM_015943870
rna5263	XM_015943872
rna5264	XM_015943873
rna5265	XM_015943871
rna5266	XM_015943874
rna5267	XM_015943875
rna5268	XM_015943876
rna5270	XM_015943877
rna5271	XM_015943878
rna5272	XM_015943879
rna5273	XM_015943868
rna5274	XM_015943866
rna5275	XM_015943867
rna5276	XM_015943865
rna5277	XM_015943864
rna5278	XM_015943863
rna5279	XM_015943862
rna5280	XM_015943861
rna5281	XM_015943860
rna5282	XM_015943857
rna5283	XM_015943858
rna5284	XM_015943856
rna5285	XM_015943855
rna5286	XM_015943853
rna5287	XM_015943851
rna5288	XM_015943854
rna5289	XM_015943852
rna5290	XM_015943849
rna5291	XM_015943848
rna5292	XM_015943846
rna5293	XM_015943847
rna5294	XM_015943843
rna5295	XM_015943844
rna5296	XM_015943845
rna5297	XM_015943842
rna5298	XM_015943835
rna5299	XM_015944142
rna5300	XM_015944137
rna5301	XM_015944138
rna5302	XM_015944136
rna5303	XM_015944140
rna5304	XM_015944141
rna5311	XM_015944135
rna5312	XM_015944134
rna5313	XM_015944133
rna5315	XM_015944132
rna5316	XM_015944128
rna5317	XM_015944127
rna5318	XM_015944129
rna5319	XM_015944131
rna5320	XM_015944130
rna5321	XM_015944125
rna5322	XM_015944124
rna5323	XM_015944123
rna5324	XM_015944121
rna5325	XM_015944122
rna5326	XM_015944119
rna5327	XM_015944120
rna5332	XM_015944116
rna5333	XM_015944115
rna5334	XM_015944118
rna5335	XM_015944117
rna5336	XM_015944114
rna5337	XM_015944112
rna5338	XM_015944113
rna5339	XM_015944018
rna5340	XM_015944111
rna5341	XM_015944108
rna5342	XM_015944109
rna5343	XM_015944107
rna5344	XM_015944110
rna5345	XM_015944106
rna5346	XM_015944105
rna5347	XM_015944017
rna5348	XM_015944104
rna5349	XM_015944102
rna5350	XM_015944103
rna5351	XM_015944101
rna5353	XM_015944099
rna5354	XM_015944098
rna5355	XM_015944094
rna5356	XM_015944096
rna5357	XM_015944095
rna5358	XM_015944097
rna5359	XM_015944093
rna5360	XM_015944091
rna5361	XM_015944092
rna5362	XM_015944088
rna5363	XM_015944090
rna5364	XM_015944089
rna5365	XM_015944085
rna5366	XM_015944086
rna5367	XM_015944080
rna5368	XM_015944084
rna5369	XM_015944082
rna5370	XM_015944081
rna5371	XM_015944083
rna5372	XM_015944079
rna5373	XM_015944077
rna5374	XM_015944076
rna5375	XM_015944075
rna5376	XM_015944074
rna5377	XM_015944070
rna5378	XM_015944071
rna5379	XM_015944072
rna5380	XM_015944069
rna5381	XM_015944068
rna5382	XM_015944067
rna5383	XM_015944066
rna5384	XM_015944064
rna5385	XM_015944015
rna5386	XM_015944063
rna5387	XM_015944062
rna5388	XM_015944061
rna5389	XM_015944060
rna5390	XM_015944059
rna5391	XM_015944014
rna5392	XM_015944143
rna5393	XM_015944058
rna5394	XM_015944057
rna5395	XM_015944056
rna5396	XM_015944055
rna5397	XM_015944053
rna5398	XM_015944051
rna5399	XM_015944052
rna5400	XM_015944050
rna5401	XM_015944049
rna5402	XM_015944048
rna5403	XM_015944047
rna5404	XM_015944043
rna5405	XM_015944045
rna5406	XM_015944044
rna5407	XM_015944042
rna5408	XM_015944013
rna5409	XM_015944041
rna5410	XM_015944040
rna5411	XM_015944037
rna5412	XM_015944039
rna5413	XM_015944036
rna5414	XM_015944034
rna5415	XM_015944035
rna5416	XM_015944032
rna5417	XM_015944031
rna5418	XM_015944025
rna5419	XM_015944028
rna5420	XM_015944027
rna5421	XM_015944030
rna5422	XM_015944026
rna5423	XM_015944029
rna5424	XM_015944024
rna5425	XM_015944019
rna5427	XM_015944020
rna5428	XM_015944022
rna5429	XM_015944021
rna5430	XM_015944145
rna5431	XM_015944147
rna5432	XM_015944146
rna5433	XM_015944150
rna5434	XM_015944148
rna5435	XM_015944149
rna5436	XM_015944152
rna5437	XM_015944158
rna5438	XM_015944157
rna5439	XM_015944155
rna5440	XM_015944154
rna5441	XM_015944156
rna5442	XM_015944153
rna5443	XM_015944159
rna5444	XM_015944162
rna5445	XM_015944161
rna5446	XM_015944163
rna5447	XM_015944164
rna5448	XM_015944177
rna5449	XM_015944178
rna5450	XM_015944179
rna5451	XM_015944165
rna5452	XM_015944180
rna5453	XM_015944182
rna5454	XM_015944184
rna5455	XM_015944181
rna5456	XM_015944185
rna5457	XM_015944191
rna5458	XM_015944186
rna5459	XM_015944192
rna5460	XM_015944188
rna5461	XM_015944193
rna5462	XM_015944190
rna5463	XM_015944189
rna5464	XM_015944194
rna5465	XM_015944195
rna5466	XM_015944196
rna5467	XM_015944197
rna5468	XM_015944198
rna5469	XM_015944199
rna5470	XM_015944201
rna5471	XM_015944202
rna5472	XM_015944203
rna5473	XM_015944204
rna5474	XM_015944206
rna5475	XM_015944205
rna5476	XM_015944208
rna5477	XM_015944207
rna5478	XM_015944232
rna5480	XM_015944231
rna5481	XM_015944210
rna5482	XM_015944230
rna5483	XM_015944212
rna5484	XM_015944228
rna5485	XM_015944222
rna5486	XM_015944223
rna5487	XM_015944220
rna5488	XM_015944216
rna5489	XM_015944219
rna5490	XM_015944221
rna5491	XM_015944218
rna5492	XM_015944215
rna5493	XM_015944214
rna5494	XM_015944217
rna5495	XM_015944211
rna5496	XM_015944213
rna5497	XM_015944224
rna5498	XM_015944226
rna5499	XM_015944227
rna5500	XM_015944229
rna5502	XM_015944233
rna5503	XM_015944236
rna5504	XM_015944239
rna5505	XM_015944240
rna5506	XM_015944238
rna5507	XM_015944241
rna5509	XM_015944235
rna5510	XM_015944242
rna5511	XM_015944234
rna5512	XM_015944243
rna5513	XM_015944245
rna5514	XM_015944244
rna5515	XM_015944248
rna5516	XM_015944247
rna5517	XM_015944246
rna5518	XM_015944250
rna5519	XM_015944251
rna5520	XM_015944548
rna5522	XM_015944252
rna5523	XM_015944253
rna5524	XM_015944254
rna5525	XM_015944255
rna5526	XM_015944256
rna5527	XM_015944264
rna5528	XM_015944259
rna5529	XM_015944261
rna5530	XM_015944258
rna5531	XM_015944262
rna5532	XM_015944257
rna5533	XM_015944263
rna5534	XM_015944265
rna5535	XM_015944266
rna5536	XM_015944267
rna5537	XM_015944270
rna5538	XM_015944268
rna5541	XM_015944271
rna5542	XM_015944272
rna5543	XM_015944273
rna5544	XM_015944274
rna5545	XM_015944166
rna5546	XM_015944275
rna5547	XM_015944276
rna5548	XM_015944277
rna5549	XM_015944279
rna5550	XM_015944278
rna5551	XM_015944280
rna5552	XM_015944281
rna5553	XM_015944282
rna5554	XM_015944290
rna5555	XM_015944291
rna5556	XM_015944288
rna5557	XM_015944287
rna5558	XM_015944289
rna5559	XM_015944297
rna5560	XM_015944300
rna5561	XM_015944301
rna5562	XM_015944292
rna5563	XM_015944293
rna5564	XM_015944299
rna5565	XM_015944298
rna5566	XM_015944296
rna5567	XM_015944295
rna5568	XM_015944294
rna5569	XM_015944285
rna5570	XM_015944284
rna5571	XM_015944283
rna5572	XM_015944305
rna5573	XM_015944302
rna5574	XM_015944303
rna5575	XM_015944304
rna5576	XM_015944306
rna5577	XM_015944308
rna5578	XM_015944309
rna5579	XM_015944312
rna5580	XM_015944311
rna5581	XM_015944310
rna5582	XM_015944314
rna5583	XM_015944313
rna5584	XM_015944315
rna5585	XM_015944320
rna5586	XM_015944317
rna5587	XM_015944318
rna5588	XM_015944316
rna5589	XM_015944321
rna5590	XM_015944322
rna5591	XM_015944323
rna5592	XM_015944324
rna5593	XM_015944325
rna5594	XM_015944327
rna5595	XM_015944326
rna5596	XM_015944329
rna5597	XM_015944330
rna5598	XM_015944331
rna5599	XM_015944332
rna5600	XM_015944335
rna5601	XM_015944334
rna5602	XM_015944333
rna5603	XM_015944336
rna5604	XM_015944337
rna5605	XM_015944338
rna5606	XM_015944339
rna5607	XM_015944167
rna5608	XM_015944341
rna5609	XM_015944342
rna5610	XM_015944343
rna5611	XM_015944344
rna5612	XM_015944345
rna5613	XM_015944346
rna5614	XM_015944347
rna5615	XM_015944349
rna5616	XM_015944348
rna5619	XM_015944352
rna5620	XM_015944353
rna5621	XM_015944354
rna5622	XM_015944355
rna5623	XM_015944364
rna5624	XM_015944356
rna5625	XM_015944361
rna5626	XM_015944359
rna5627	XM_015944360
rna5628	XM_015944357
rna5629	XM_015944362
rna5630	XM_015944363
rna5631	XM_015944358
rna5632	XM_015944366
rna5633	XM_015944365
rna5634	XM_015944368
rna5635	XM_015944367
rna5636	XM_015944370
rna5637	XM_015944371
rna5638	XM_015944372
rna5639	XM_015944374
rna5640	XM_015944373
rna5641	XM_015944375
rna5642	XM_015944377
rna5643	XM_015944376
rna5644	XM_015944382
rna5645	XM_015944381
rna5646	XM_015944379
rna5647	XM_015944380
rna5648	XM_015944383
rna5649	XM_015944384
rna5650	XM_015944385
rna5651	XM_015944386
rna5652	XM_015944388
rna5654	XM_015944389
rna5655	XM_015944390
rna5656	XM_015944398
rna5657	XM_015944393
rna5658	XM_015944399
rna5659	XM_015944395
rna5660	XM_015944397
rna5661	XM_015944396
rna5662	XM_015944391
rna5663	XM_015944392
rna5664	XM_015944168
rna5665	XM_015944169
rna5666	XM_015944401
rna5667	XM_015944400
rna5668	XM_015944402
rna5669	XM_015944403
rna5670	XM_015944404
rna5672	XM_015944408
rna5673	XM_015944411
rna5674	XM_015944409
rna5675	XM_015944410
rna5676	XM_015944406
rna5677	XM_015944405
rna5679	XM_015944412
rna5680	XM_015944421
rna5681	XM_015944413
rna5682	XM_015944414
rna5683	XM_015944415
rna5684	XM_015944417
rna5685	XM_015944418
rna5686	XM_015944419
rna5687	XM_015944416
rna5688	XM_015944420
rna5689	XM_015944422
rna5690	XM_015944423
rna5691	XM_015944424
rna5692	XM_015944425
rna5693	XM_015944426
rna5694	XM_015944427
rna5695	XM_015944428
rna5696	XM_015944429
rna5699	XM_015944430
rna5700	XM_015944431
rna5701	XM_015944433
rna5702	XM_015944434
rna5703	XM_015944435
rna5704	XM_015944171
rna5706	XM_015944172
rna5707	XM_015944436
rna5708	XM_015944173
rna5710	XM_015944437
rna5711	XM_015944438
rna5712	XM_015944439
rna5713	XM_015944440
rna5714	XM_015944441
rna5715	XM_015944444
rna5716	XM_015944445
rna5717	XM_015944443
rna5719	XM_015944446
rna5720	XM_015944447
rna5721	XM_015944448
rna5722	XM_015944449
rna5723	XM_015944451
rna5724	XM_015944450
rna5725	XM_015944454
rna5726	XM_015944462
rna5727	XM_015944465
rna5728	XM_015944459
rna5729	XM_015944458
rna5730	XM_015944455
rna5731	XM_015944460
rna5732	XM_015944453
rna5733	XM_015944457
rna5734	XM_015944461
rna5735	XM_015944452
rna5736	XM_015944463
rna5737	XM_015944466
rna5738	XM_015944464
rna5739	XM_015944467
rna5740	XM_015944470
rna5741	XM_015944468
rna5742	XM_015944471
rna5743	XM_015944473
rna5744	XM_015944472
rna5745	XM_015944477
rna5746	XM_015944478
rna5747	XM_015944476
rna5748	XM_015944475
rna5749	XM_015944480
rna5750	XM_015944482
rna5751	XM_015944481
rna5752	XM_015944483
rna5753	XM_015944486
rna5754	XM_015944485
rna5755	XM_015944484
rna5756	XM_015944496
rna5757	XM_015944497
rna5758	XM_015944492
rna5759	XM_015944494
rna5760	XM_015944493
rna5761	XM_015944487
rna5762	XM_015944502
rna5763	XM_015944501
rna5764	XM_015944174
rna5765	XM_015944489
rna5766	XM_015944491
rna5767	XM_015944488
rna5768	XM_015944490
rna5769	XM_015944176
rna5771	XM_015944499
rna5772	XM_015944500
rna5773	XM_015944495
rna5774	XM_015944498
rna5775	XM_015944504
rna5776	XM_015944505
rna5777	XM_015944507
rna5778	XM_015944506
rna5779	XM_015944508
rna5780	XM_015944509
rna5781	XM_015944510
rna5782	XM_015944512
rna5783	XM_015944511
rna5784	XM_015944513
rna5785	XM_015944514
rna5786	XM_015944526
rna5787	XM_015944515
rna5788	XM_015944519
rna5789	XM_015944530
rna5790	XM_015944529
rna5791	XM_015944528
rna5792	XM_015944523
rna5793	XM_015944525
rna5794	XM_015944521
rna5795	XM_015944518
rna5796	XM_015944517
rna5797	XM_015944532
rna5798	XM_015944524
rna5799	XM_015944522
rna5800	XM_015944520
rna5801	XM_015944531
rna5802	XM_015944534
rna5803	XM_015944533
rna5805	XM_015944535
rna5806	XM_015944537
rna5807	XM_015944538
rna5808	XM_015944539
rna5809	XM_015944540
rna5810	XM_015944542
rna5811	XM_015944544
rna5812	XM_015944543
rna5815	XM_015944545
rna5817	XM_015944546
rna5818	XM_015944547
rna5819	XM_015944558
rna5820	XM_015944557
rna5821	XM_015944559
rna5822	XM_015944561
rna5823	XM_015944563
rna5824	XM_015944562
rna5825	XM_015944564
rna5826	XM_015944566
rna5827	XM_015944565
rna5828	XM_015944567
rna5829	XM_015945037
rna5830	XM_015944568
rna5831	XM_015944569
rna5832	XM_015944570
rna5833	XM_015944571
rna5834	XM_015944572
rna5835	XM_015944574
rna5836	XM_015944573
rna5837	XM_015944575
rna5838	XM_015944578
rna5839	XM_015944576
rna5840	XM_015944579
rna5841	XM_015944577
rna5842	XM_015944581
rna5843	XM_015944580
rna5844	XM_015944586
rna5845	XM_015944583
rna5846	XM_015944582
rna5847	XM_015944587
rna5848	XM_015944588
rna5849	XM_015944589
rna5850	XM_015944590
rna5851	XM_015944591
rna5852	XM_015944593
rna5853	XM_015944592
rna5855	XM_015944594
rna5856	XM_015944595
rna5857	XM_015944596
rna5858	XM_015944597
rna5859	XM_015944598
rna5860	XM_015944600
rna5861	XM_015944599
rna5862	XM_015944602
rna5863	XM_015944601
rna5864	XM_015944603
rna5865	XM_015944607
rna5866	XM_015944604
rna5867	XM_015944605
rna5868	XM_015944608
rna5869	XM_015944609
rna5870	XM_015944610
rna5871	XM_015944611
rna5872	XM_015944616
rna5873	XM_015944614
rna5874	XM_015944612
rna5875	XM_015944613
rna5876	XM_015944617
rna5877	XM_015944618
rna5878	XM_015944620
rna5879	XM_015944619
rna5880	XM_015944622
rna5881	XM_015944621
rna5882	XM_015944549
rna5884	XM_015944623
rna5885	XM_015944624
rna5886	XM_015944626
rna5887	XM_015944627
rna5888	XM_015944628
rna5889	XM_015944630
rna5890	XM_015944632
rna5891	XM_015944631
rna5892	XM_015944633
rna5893	XM_015944634
rna5894	XM_015944635
rna5895	XM_015944636
rna5896	XM_015944640
rna5898	XM_015944638
rna5899	XM_015944637
rna5900	XM_015944639
rna5901	XM_015944650
rna5902	XM_015944647
rna5903	XM_015944645
rna5904	XM_015944643
rna5905	XM_015944641
rna5906	XM_015944652
rna5907	XM_015944646
rna5908	XM_015944644
rna5909	XM_015944663
rna5910	XM_015944662
rna5911	XM_015944659
rna5912	XM_015944658
rna5913	XM_015944649
rna5914	XM_015944648
rna5915	XM_015944661
rna5916	XM_015944660
rna5917	XM_015944655
rna5918	XM_015944657
rna5919	XM_015944656
rna5920	XM_015944651
rna5921	XM_015944654
rna5922	XM_015944665
rna5923	XM_015944666
rna5924	XM_015944667
rna5925	XM_015944668
rna5926	XM_015944669
rna5927	XM_015944670
rna5928	XM_015944671
rna5929	XM_015944672
rna5930	XM_015944673
rna5931	XM_015944674
rna5932	XM_015944677
rna5933	XM_015944675
rna5934	XM_015944679
rna5935	XM_015944678
rna5936	XM_015944680
rna5937	XM_015944681
rna5938	XM_015944682
rna5939	XM_015944683
rna5940	XM_015944684
rna5943	XM_015944689
rna5944	XM_015944685
rna5945	XM_015944687
rna5946	XM_015944688
rna5947	XM_015944692
rna5948	XM_015944693
rna5949	XM_015944694
rna5950	XM_015944690
rna5951	XM_015944691
rna5952	XM_015944695
rna5953	XM_015944696
rna5954	XM_015944697
rna5958	XM_015944700
rna5959	XM_015944698
rna5960	XM_015944701
rna5961	XM_015944703
rna5962	XM_015944702
rna5963	XM_015944704
rna5964	XM_015944550
rna5965	XM_015944710
rna5966	XM_015944707
rna5967	XM_015944706
rna5968	XM_015944705
rna5969	XM_015944711
rna5970	XM_015944712
rna5971	XM_015944714
rna5972	XM_015944713
rna5973	XM_015944717
rna5974	XM_015944715
rna5975	XM_015944716
rna5977	XM_015944718
rna5978	XM_015944719
rna5979	XM_015944721
rna5980	XM_015944722
rna5981	XM_015944723
rna5982	XM_015944732
rna5983	XM_015944727
rna5984	XM_015944724
rna5985	XM_015944725
rna5986	XM_015944726
rna5987	XM_015944731
rna5988	XM_015944728
rna5989	XM_015944730
rna5990	XM_015944733
rna5991	XM_015944551
rna5993	XM_015944553
rna5994	XM_015944734
rna5995	XM_015944735
rna5996	XM_015944736
rna5997	XM_015944737
rna5998	XM_015944738
rna5999	XM_015944739
rna6000	XM_015944742
rna6001	XM_015944741
rna6002	XM_015944743
rna6003	XM_015944744
rna6004	XM_015944554
rna6005	XM_015944745
rna6006	XM_015944748
rna6007	XM_015944747
rna6008	XM_015944746
rna6009	XM_015944749
rna6010	XM_015944751
rna6011	XM_015944750
rna6012	XM_015944753
rna6013	XM_015944754
rna6014	XM_015944755
rna6015	XM_015944757
rna6016	XM_015944758
rna6018	XM_015944760
rna6019	XM_015944756
rna6020	XM_015944759
rna6021	XM_015944761
rna6022	XM_015944762
rna6025	XM_015944763
rna6026	XM_015944765
rna6027	XM_015944766
rna6028	XM_015944767
rna6029	XM_015944768
rna6030	XM_015944769
rna6031	XM_015944770
rna6032	XM_015944771
rna6034	XM_015944773
rna6035	XM_015944780
rna6036	XM_015944782
rna6037	XM_015944774
rna6038	XM_015944777
rna6039	XM_015944776
rna6040	XM_015944775
rna6041	XM_015944778
rna6042	XM_015944779
rna6043	XM_015944783
rna6044	XM_015944786
rna6045	XM_015944787
rna6046	XM_015944784
rna6047	XM_015944785
rna6048	XM_015944788
rna6049	XM_015944555
rna6050	XM_015944792
rna6051	XM_015944791
rna6053	XM_015944790
rna6054	XM_015944793
rna6055	XM_015944794
rna6056	XM_015944795
rna6057	XM_015944797
rna6058	XM_015944796
rna6059	XM_015944798
rna6060	XM_015944799
rna6061	XM_015944802
rna6062	XM_015944800
rna6063	XM_015944801
rna6064	XM_015944803
rna6065	XM_015944804
rna6066	XM_015944806
rna6067	XM_015944808
rna6068	XM_015944809
rna6069	XM_015944807
rna6070	XM_015944810
rna6071	XM_015944812
rna6072	XM_015944811
rna6073	XM_015944816
rna6074	XM_015944815
rna6075	XM_015944813
rna6076	XM_015944814
rna6077	XM_015944818
rna6078	XM_015944819
rna6079	XM_015944820
rna6080	XM_015944821
rna6081	XM_015944822
rna6082	XM_015944823
rna6083	XM_015944824
rna6084	XM_015945038
rna6085	XM_015944825
rna6086	XM_015944826
rna6087	XM_015944827
rna6088	XM_015944830
rna6089	XM_015944831
rna6090	XM_015944829
rna6091	XM_015945039
rna6092	XM_015944832
rna6093	XM_015944833
rna6094	XM_015944835
rna6095	XM_015944836
rna6096	XM_015944834
rna6097	XM_015944837
rna6098	XM_015944840
rna6099	XM_015944838
rna6101	XM_015944846
rna6102	XM_015944844
rna6103	XM_015944845
rna6104	XM_015944843
rna6105	XM_015944842
rna6106	XM_015944841
rna6107	XM_015944847
rna6108	XM_015944848
rna6109	XM_015944849
rna6110	XM_015944850
rna6111	XM_015944851
rna6112	XM_015944556
rna6113	XM_015944853
rna6114	XM_015944854
rna6115	XM_015944857
rna6116	XM_015944855
rna6117	XM_015944856
rna6118	XM_015944860
rna6119	XM_015944858
rna6120	XM_015944861
rna6121	XM_015944862
rna6122	XM_015944863
rna6123	XM_015944865
rna6124	XM_015944864
rna6125	XM_015944868
rna6126	XM_015944866
rna6127	XM_015944871
rna6128	XM_015944872
rna6129	XM_015944869
rna6130	XM_015944870
rna6132	XM_015944874
rna6133	XM_015944875
rna6134	XM_015944876
rna6135	XM_015944877
rna6136	XM_015944878
rna6137	XM_015944879
rna6138	XM_015944880
rna6139	XM_015944882
rna6140	XM_015944881
rna6141	XM_015944885
