Group_Id	Gene_Symbol	Gene_Name	AAU	CTO	NOR	PLP
Group_23_22	cdon	cell adhesion associated%2C oncogene regulated	021396	019404	017345	011468
Group_23_23	neo1a	neogenin 1a [Source:ZFIN%3BAcc:ZDB-GENE-021031-1]	026581	019489	004526	022469
Group_23_25	dcc	DCC netrin 1 receptor	000582	002564	024515	007470
Group_23_26	igdcc3	immunoglobulin superfamily%2C DCC subclass%2C member 3	004923	017565	025102	015679
Group_23_27	loc107379105		002053	013920	031284	009215
Group_23_28	si:ch211-57n23.4	si:ch211-57n23.4 [Source:ZFIN%3BAcc:ZDB-GENE-140106-153]	002357	007727	021750	020819
Group_23_30	prtg	protogenin [Source:HGNC Symbol%3BAcc:HGNC:26373]	007635	023225	021212	020517
Group_23_31	prtgb	protogenin homolog b (Gallus gallus) [Source:ZFIN%3BAcc:ZDB-GENE-060302-1]	030364	014737	003075	009967
Group_23_33	dscaml1	DS cell adhesion molecule like 1 [Source:HGNC Symbol%3BAcc:HGNC:14656]	021549	008864	006325	015311
Group_23_34	dscam	Down syndrome cell adhesion molecule%2C transcript variant X1	011655	006461	007717	023439
Group_23_35	dscam	DS cell adhesion molecule [Source:HGNC Symbol%3BAcc:HGNC:3039]	010145	013383	015622	000637
Group_23_36	chl1a	cell adhesion molecule L1-like a [Source:ZFIN%3BAcc:ZDB-GENE-090313-201]	000532	007072	000156	011871
Group_23_37	nadl1.1	neural adhesion molecule L1.1 [Source:ZFIN%3BAcc:ZDB-GENE-980526-512]	010922	018571	027109	000598
Group_23_38	nadl1.2	neural adhesion molecule L1.2 [Source:ZFIN%3BAcc:ZDB-GENE-990415-10]	013848	021306	007118	011841
Group_23_39	nfasc	neurofascin [Source:HGNC Symbol%3BAcc:HGNC:29866]	020661	028044	003743	015561
Group_23_41	nrcama	neuronal cell adhesion molecule a [Source:ZFIN%3BAcc:ZDB-GENE-041210-235]	024607	013171	022118	002145
Group_23_43	cntn2	contactin 2 [Source:ZFIN%3BAcc:ZDB-GENE-990630-12]	017096	010830	009983	015583
Group_23_45	cntn1b	contactin 1b [Source:ZFIN%3BAcc:ZDB-GENE-041210-236]	024606	013172	001714	000310
Group_23_46	cntn5	contactin 5%2C transcript variant X1	021408	000545	016126	011463
Group_230_0	plac8.1	placenta-specific 8%2C tandem duplicate 1 [Source:ZFIN%3BAcc:ZDB-GENE-050809-124]	016903	009282	013937	004552
Group_230_2	loc107379362		013959	028389	018638	015873
Group_230_4	cnfn	cornifelin [Source:ZFIN%3BAcc:ZDB-GENE-040912-110]	022908	028370	003480	015923
Group_2300_0	nt5dc2	5'-nucleotidase domain containing 2	020672	028007	031297	015525
Group_2300_1	nt5dc3	5'-nucleotidase domain containing 3 [Source:ZFIN%3BAcc:ZDB-GENE-080523-3]	015574	014943	010162	010079
Group_2301_0	scrn3	secernin 3 [Source:ZFIN%3BAcc:ZDB-GENE-030131-4783]	004341	004315	028899	010728
Group_2301_1	scrn2	secernin 2%2C transcript variant X1	004838	002177	000842	014894
Group_2302_1	kiaa1549la	KIAA1549-like a [Source:ZFIN%3BAcc:ZDB-GENE-061207-55]	021769	003454	000160	021827
Group_2303_0	setd5	SET domain containing 5 [Source:ZFIN%3BAcc:ZDB-GENE-080523-1]	029139	000950	007300	001054
Group_2303_1	kmt2e	lysine methyltransferase 2E%2C transcript variant X2	024451	009865	013319	009007
Group_2304_0	ppp2r3b	protein phosphatase 2%2C regulatory subunit B''%2C beta [Source:ZFIN%3BAcc:ZDB-GENE-070912-268]	014124	003780	029246	020075
Group_2304_1	ppp2r3a	protein phosphatase 2 regulatory subunit B''%2C alpha%2C transcript variant X1	026511	012277	019375	008112
Group_2305_0	mon1bb	MON1 secretory trafficking family member Bb [Source:ZFIN%3BAcc:ZDB-GENE-030131-3790]	028696	015116	003425	024171
Group_2305_1	mon1a	MON1 homolog A%2C secretory trafficking associated	006593	018895	006977	019511
Group_2306_0	upf3b	UPF3 regulator of nonsense transcripts homolog B (yeast)%2C transcript variant X1	004087	022389	004512	020165
Group_2306_1	upf3a	UPF3 regulator of nonsense transcripts homolog A (yeast) [Source:ZFIN%3BAcc:ZDB-GENE-060721-2]	014127	028929	017948	020073
Group_2307_0	ralgapa1	Ral GTPase activating protein catalytic alpha subunit 1%2C transcript variant X1	016342	003934	020518	014061
Group_2307_1	ralgapa2	Ral GTPase activating protein catalytic alpha subunit 2	013578	010546	028000	022541
Group_2308_0	ero1a	endoplasmic reticulum oxidoreductase alpha%2C transcript variant X1	022431	027594	012750	013207
Group_2308_1	ero1b	endoplasmic reticulum oxidoreductase beta [Source:ZFIN%3BAcc:ZDB-GENE-060929-744]	000749	019675	002707	001291
Group_2309_0	f3a	coagulation factor IIIa [Source:ZFIN%3BAcc:ZDB-GENE-071119-5]	027618	019368	018541	010262
Group_2309_1	f3b	coagulation factor IIIb [Source:ZFIN%3BAcc:ZDB-GENE-050417-234]	013739	019657	007247	016446
Group_231_0	fmodb	fibromodulin b [Source:ZFIN%3BAcc:ZDB-GENE-080327-28]	022322	016976	007206	025415
Group_231_1	lum	lumican [Source:ZFIN%3BAcc:ZDB-GENE-040625-24]	024495	009914	003666	010500
Group_231_2	zgc:113307	zgc:113307 [Source:ZFIN%3BAcc:ZDB-GENE-050522-29]	014094	014277	014993	021460
Group_231_3	bgnb	biglycan b [Source:ZFIN%3BAcc:ZDB-GENE-040426-21]	023833	010959	027155	001794
Group_231_6	dcn	decorin [Source:ZFIN%3BAcc:ZDB-GENE-010102-1]	024496	009915	029999	010501
Group_231_7	ecm2	extracellular matrix protein 2%2C transcript variant X2	027268	020917	031058	003719
Group_231_11	prelp	proline/arginine-rich end leucine-rich repeat protein%2C transcript variant X1	001412	014278	014994	021459
Group_231_12	kera	keratocan [Source:ZFIN%3BAcc:ZDB-GENE-041210-165]	024494	009913	003665	010499
Group_231_13	fmoda	fibromodulin a [Source:ZFIN%3BAcc:ZDB-GENE-041008-23]	014089	020176	014982	025913
Group_2310_0	xpo1	exportin 1 [Source:HGNC Symbol%3BAcc:HGNC:12825]	024745	003495	019294	024624
Group_2310_1	xpo1a	exportin 1 (CRM1 homolog%2C yeast) a [Source:ZFIN%3BAcc:ZDB-GENE-050309-201]	028290	006261	017163	019212
Group_2311_0	ybx1	Y-box binding protein 1%2C transcript variant X1	001394	010484	029173	023343
Group_2312_0	fam114a1	family with sequence similarity 114 member A1%2C transcript variant X1	026614	013372	022981	015207
Group_2312_1	fam114a2	family with sequence similarity 114 member A2	018492	013455	019031	014566
Group_2313_0	rsph1	radial spoke head 1 homolog [Source:HGNC Symbol%3BAcc:HGNC:12371]	023330	003355	003568	003340
Group_2313_1	rsph10b	radial spoke head 10 homolog B (Chlamydomonas)%2C transcript variant X1	000665	003321	012914	005010
Group_2314_0	fam73a	family with sequence similarity 73 member A	023920	023656	029653	007913
Group_2314_1	fam73b	family with sequence similarity 73 member B%2C transcript variant X1	010760	010002	026580	021592
Group_2315_0	pla2g4c	phospholipase A2 group IVC	000939	000946	014081	004740
Group_2316_0	gtf2f2a	general transcription factor IIF%2C polypeptide 2a [Source:ZFIN%3BAcc:ZDB-GENE-040625-131]	027864	019330	027272	010868
Group_2317_0	srebf2	sterol regulatory element binding transcription factor 2%2C transcript variant X1	012944	018404	024961	004396
Group_2317_1	srebf1	sterol regulatory element binding transcription factor 1	018081	015749	017760	008904
Group_2318_0	yap1	Yes associated protein 1	021411	021716	016129	011440
Group_2318_2	loc107386361		020837	023286	013203	018184
Group_2319_0	rnf167	ring finger protein 167 [Source:ZFIN%3BAcc:ZDB-GENE-110126-2]	013667	017250	018127	018279
Group_2319_1	rnf13	ring finger protein 13	023870	027881	020449	017147
Group_232_0	nptx1l	neuronal pentraxin 1 like [Source:ZFIN%3BAcc:ZDB-GENE-040426-2418]	004625	004535	003328	004515
Group_232_1	nptx1	neuronal pentraxin 1	004835	012987	017536	014916
Group_232_5	si:dkey-283b15.2	si:dkey-283b15.2 [Source:ZFIN%3BAcc:ZDB-GENE-100921-93]	022893	027550	026011	001182
Group_232_6	si:dkey-14o18.2	si:dkey-14o18.2 [Source:ZFIN%3BAcc:ZDB-GENE-060503-145]	019733	029433	031590	024557
Group_232_7	nptx2a	neuronal pentraxin 2a [Source:ZFIN%3BAcc:ZDB-GENE-060707-1]	014484	024490	007987	019757
Group_232_8	nptx2b	neuronal pentraxin IIb [Source:ZFIN%3BAcc:ZDB-GENE-110328-1]	026033	003346	012945	004970
Group_232_9	nptxra	neuronal pentraxin receptor a [Source:ZFIN%3BAcc:ZDB-GENE-050208-280]	011104	004704	027949	004432
Group_2320_0	vcla	vinculin a [Source:ZFIN%3BAcc:ZDB-GENE-050506-61]	017415	026007	027634	019406
Group_2320_1	vcl	vinculin [Source:HGNC Symbol%3BAcc:HGNC:12665]	025819	012817	005003	007386
Group_2321_0	grasp	GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein [Source:ZFIN%3BAcc:ZDB-GENE-060312-30]	020067	016636	026406	015466
Group_2322_0	nkd1	naked cuticle homolog 1 (Drosophila)	005220	001575	018169	007660
Group_2323_0	cox4i1	cytochrome c oxidase subunit IV isoform 1 [Source:ZFIN%3BAcc:ZDB-GENE-030131-5175]	007574	023141	018380	020451
Group_2323_2	cox4i2	cytochrome c oxidase subunit IV isoform 2 [Source:ZFIN%3BAcc:ZDB-GENE-040426-1775]	027593	001820	014570	003087
Group_2324_1	cmtm4	CKLF like MARVEL transmembrane domain containing 4	009776	026457	007750	015665
Group_2325_1	inpp5l	inositol polyphosphate-5-phosphatase L [Source:ZFIN%3BAcc:ZDB-GENE-051127-29]	004256	028894	026712	024081
Group_2326_0	wwc3	WWC family member 3	007263	024240	018859	009637
Group_2326_1	wwc1	WW and C2 domain containing 1	018514	003712	006917	014523
Group_2327_0	loc107395671		005272	029659	013000	023861
Group_2328_0	rnf14	ring finger protein 14	021736	014098	023048	002687
Group_2329_0	erlin1	ER lipid raft associated 1 [Source:ZFIN%3BAcc:ZDB-GENE-050327-13]	029424	025979	027670	019387
Group_2329_2	erlin2	ER lipid raft associated 2 [Source:EntrezGene%3BAcc:100151163]	015059	022170	026919	012874
Group_233_0	b4galt1	beta-1%2C4-galactosyltransferase 1	007953	022178	025496	005573
Group_233_1	b4galt2	beta-1%2C4-galactosyltransferase 2	018338	028090	026555	004686
Group_233_2	b4galt4	beta-1%2C4-galactosyltransferase 4%2C transcript variant X2	028408	017303	030606	018225
Group_233_3	b4galt3	UDP-Gal:betaGlcNAc beta 1%2C4- galactosyltransferase%2C polypeptide 3 [Source:ZFIN%3BAcc:ZDB-GENE-110624-1]	023832	010960	027154	011642
Group_233_4	si:dkey-199f5.8	si:dkey-199f5.8 [Source:ZFIN%3BAcc:ZDB-GENE-030131-4733]	015669	018957	007100	023615
Group_233_6	b4galt7	xylosylprotein beta 1%2C4-galactosyltransferase%2C polypeptide 7	007964	000963	008037	006231
Group_233_7	loc107382995		020545	021595	018254	017252
Group_2330_0	slmapb	sarcolemma associated protein b [Source:ZFIN%3BAcc:ZDB-GENE-040426-809]	001041	016970	008155	011636
Group_2330_1	slmapa	sarcolemma associated protein a [Source:ZFIN%3BAcc:ZDB-GENE-061013-184]	017110	024347	027905	005902
Group_2331_0	crtac1a	cartilage acidic protein 1a [Source:ZFIN%3BAcc:ZDB-GENE-030131-9704]	004781	022717	019628	005539
Group_2331_1	crtac1b	cartilage acidic protein 1b [Source:ZFIN%3BAcc:ZDB-GENE-090312-28]	029419	026044	019729	019437
Group_2332_1	mgst3b	microsomal glutathione S-transferase 3b [Source:ZFIN%3BAcc:ZDB-GENE-061215-48]	013582	010537	000028	022566
Group_2333_0	hoxc12a	homeobox C12a [Source:ZFIN%3BAcc:ZDB-GENE-000822-6]	025914	009421	015431	011711
Group_2333_1	hoxd12a	homeobox D12a [Source:ZFIN%3BAcc:ZDB-GENE-990415-118]	004340	004316	028900	000640
Group_2334_0	uhrf1bp1	UHRF1 binding protein 1%2C transcript variant X1	003436	028039	028229	015097
Group_2334_1	uhrf1bp1l	UHRF1 binding protein 1 like%2C transcript variant X1	024474	009885	003640	006922
Group_2335_0	rereb	arginine-glutamic acid dipeptide (RE) repeats b [Source:ZFIN%3BAcc:ZDB-GENE-070212-3]	028700	013649	009604	015163
Group_2335_1	rerea	arginine-glutamic acid dipeptide (RE) repeats a [Source:ZFIN%3BAcc:ZDB-GENE-060718-1]	021073	005094	007547	011786
Group_2336_0	uap1l1	UDP-N-acetylglucosamine pyrophosphorylase 1 like 1	019838	019610	016764	004940
Group_2336_1	uap1	UDP-N-acetylglucosamine pyrophosphorylase 1%2C transcript variant X1	008583	021522	010877	012241
Group_2338_1	faxca	failed axon connections homolog a [Source:ZFIN%3BAcc:ZDB-GENE-100422-7]	008616	024612	014636	006472
Group_2339_0	eif4g2a	eukaryotic translation initiation factor 4%2C gamma 2a [Source:ZFIN%3BAcc:ZDB-GENE-030131-2173]	007646	023213	021204	004869
Group_2339_1	eif4g2b	eukaryotic translation initiation factor 4%2C gamma 2b [Source:ZFIN%3BAcc:ZDB-GENE-030131-6550]	015054	001080	028171	019311
Group_234_0	slc26a6	solute carrier family 26 member 6	021279	028570	029233	003057
Group_234_1	slc26a5	solute carrier family 26 member 5%2C transcript variant X2	005714	026165	018939	011087
Group_234_2	slc26a10	solute carrier family 26%2C member 10 [Source:ZFIN%3BAcc:ZDB-GENE-030131-9845]	008482	009432	013666	011812
Group_234_4	slc26a1	solute carrier family 26 (anion exchanger)%2C member 1 [Source:ZFIN%3BAcc:ZDB-GENE-070112-2182]	022634	007339	019020	012658
Group_234_5	slc26a2	solute carrier family 26 (anion exchanger)%2C member 2 [Source:ZFIN%3BAcc:ZDB-GENE-030717-3]	011809	005978	029801	006382
Group_234_10	si:ch211-117c9.2	si:ch211-117c9.2 [Source:ZFIN%3BAcc:ZDB-GENE-110408-11]	023805	010955	007625	011754
Group_234_11	slc26a6l	solute carrier family 26%2C member 6%2C like [Source:ZFIN%3BAcc:ZDB-GENE-080220-10]	006758	013650	009605	015162
Group_2340_0	nipal2	NIPA like domain containing 2	026432	018480	015891	020796
Group_2340_2	nipal3	NIPA like domain containing 3	012317	024547	010249	013782
Group_2341_0	srf	serum response factor%2C transcript variant X1	016623	027763	030337	003645
Group_2342_0	gfpt1	glutamine--fructose-6-phosphate transaminase 1	004263	028896	026717	024084
Group_2342_1	gfpt2	glutamine-fructose-6-phosphate transaminase 2 [Source:ZFIN%3BAcc:ZDB-GENE-071113-1]	004555	002858	017511	016185
Group_2343_0	pafah1b2	platelet activating factor acetylhydrolase 1b catalytic subunit 2%2C transcript variant X2	009981	018831	030941	018264
Group_2343_1	pafah1b3	platelet activating factor acetylhydrolase 1b catalytic subunit 3	022910	028368	003482	015925
Group_2344_0	drg1	developmentally regulated GTP binding protein 1	021971	007256	029032	012647
Group_2344_1	drg2	developmentally regulated GTP binding protein 2%2C transcript variant X2	014734	004880	016112	004464
Group_2345_0	thrap3a	thyroid hormone receptor associated protein 3a [Source:ZFIN%3BAcc:ZDB-GENE-030219-79]	029193	028428	030971	015860
Group_2345_1	thrap3b	thyroid hormone receptor associated protein 3b [Source:ZFIN%3BAcc:ZDB-GENE-040516-9]	029568	010844	015944	024066
Group_2346_0	gphnb	gephyrin b [Source:ZFIN%3BAcc:ZDB-GENE-070705-4]	011470	007869	026165	017490
Group_2346_1	gphna	gephyrin a [Source:ZFIN%3BAcc:ZDB-GENE-110127-3]	020130	015392	015762	010151
Group_2347_0	usp13	ubiquitin specific peptidase 13 (isopeptidase T-3)%2C transcript variant X1	010675	025181	029353	012319
Group_2347_1	usp5	ubiquitin specific peptidase 5 (isopeptidase T)%2C transcript variant X1	006417	028312	015798	015949
Group_2348_0	mao	monoamine oxidase [Source:ZFIN%3BAcc:ZDB-GENE-040329-3]	028566	011720	022025	021164
Group_2349_0	gas7	growth arrest specific 7 [Source:HGNC Symbol%3BAcc:HGNC:4169]	009547	003329	002069	000255
Group_235_0	tgm1l2	transglutaminase 1 like 2 [Source:ZFIN%3BAcc:ZDB-GENE-110408-37]	016409	018534	030019	012165
Group_235_1	tgm1l1	transglutaminase 1 like 1 [Source:ZFIN%3BAcc:ZDB-GENE-060503-139]	026758	003694	025164	014113
Group_235_2	f13a1b	coagulation factor XIII%2C A1 polypeptide b [Source:ZFIN%3BAcc:ZDB-GENE-030131-9634]	005885	019231	023094	001673
Group_235_3	f13a1a.1	coagulation factor XIII%2C A1 polypeptide a%2C tandem duplicate 1 [Source:ZFIN%3BAcc:ZDB-GENE-060929-1250]	005571	026347	021242	003458
Group_235_4	tgm2l	transglutaminase  [Source:RefSeq peptide%3BAcc:NP_001266408]	020734	003074	028567	021774
Group_235_5	tgm2b	transglutaminase 2b [Source:ZFIN%3BAcc:ZDB-GENE-030131-2576]	012131	028836	007643	023925
Group_235_8	tgm2	transglutaminase 2	015367	023470	019403	003140
Group_235_9	tgm5l	transglutaminase 5%2C like [Source:ZFIN%3BAcc:ZDB-GENE-110411-176]	027008	004423	007266	005666
Group_2350_0	gmpr2	guanosine monophosphate reductase 2%2C transcript variant X2	025307	019210	024680	004220
Group_2350_1	gmpr	guanosine monophosphate reductase	010218	026944	020845	012452
Group_2351_0	zgc:165532	zgc:165532 [Source:ZFIN%3BAcc:ZDB-GENE-050417-213]	019363	024027	003593	008894
Group_2352_0	atf6b	activating transcription factor 6 beta%2C transcript variant X1	012269	017806	023146	019958
Group_2352_1	atf6	activating transcription factor 6%2C transcript variant X1	011568	012585	020377	001336
Group_2353_0	clip4	CAP-Gly domain containing linker protein family member 4 [Source:HGNC Symbol%3BAcc:HGNC:26108]	016331	005659	001871	018375
Group_2353_1	clip3	CAP-Gly domain containing linker protein 3	025203	017882	017092	019727
Group_2354_0	xpr1b	xenotropic and polytropic retrovirus receptor 1b [Source:ZFIN%3BAcc:ZDB-GENE-060503-266]	030462	029878	002948	025076
Group_2354_1	xpr1a	xenotropic and polytropic retrovirus receptor 1a [Source:ZFIN%3BAcc:ZDB-GENE-060503-362]	016832	030411	023933	012259
Group_2355_0	stau1	staufen double-stranded RNA binding protein 1	028702	013667	017888	015177
Group_2355_1	stau2	staufen double-stranded RNA binding protein 2	020599	004034	013047	004797
Group_2356_0	zgc:152968	zgc:152968 [Source:ZFIN%3BAcc:ZDB-GENE-061013-448]	015099	022600	002811	016278
Group_2356_1	rexo1	REX1%2C RNA exonuclease 1 homolog	021170	008447	007911	017033
Group_2357_0	tsc22d1	TSC22 domain family member 1%2C transcript variant X1	025318	017391	002617	000322
Group_2357_1	tsc22d1	TSC22 domain family member 1 [Source:HGNC Symbol%3BAcc:HGNC:16826]	027856	019299	027276	010851
Group_2358_0	mtrf1l	mitochondrial translational release factor 1-like [Source:ZFIN%3BAcc:ZDB-GENE-030131-8198]	008982	017628	012097	004031
Group_2358_1	mtrf1	mitochondrial translational release factor 1%2C transcript variant X1	025319	017392	002619	016422
Group_2359_0	zgc:158803	zgc:158803 [Source:ZFIN%3BAcc:ZDB-GENE-070424-15]	010406	010736	026133	019375
Group_2359_1	luc7l	LUC7-like%2C transcript variant X1	023321	001163	014344	014274
Group_236_1	lgals3a	lectin%2C galactoside binding soluble 3a [Source:ZFIN%3BAcc:ZDB-GENE-030131-7667]	019198	005211	008454	023224
Group_236_3	lgals8	galectin 8 [Source:HGNC Symbol%3BAcc:HGNC:6569]	027045	017895	005687	023859
Group_236_5	si:ch211-10a23.2	si:ch211-10a23.2 [Source:ZFIN%3BAcc:ZDB-GENE-090313-9]	019251	005255	008413	020784
Group_236_6	lgalslb	lectin%2C galactoside-binding-like b [Source:ZFIN%3BAcc:ZDB-GENE-030616-570]	026371	030269	009535	004056
Group_236_9	lgals9l5	lectin%2C galactoside-binding%2C soluble%2C 9 (galectin 9)-like 5 [Source:ZFIN%3BAcc:ZDB-GENE-070822-22]	025212	000059	030864	018997
Group_236_10	lgals3b	lectin%2C galactoside binding soluble 3b [Source:ZFIN%3BAcc:ZDB-GENE-030131-4324]	024849	013538	002230	003416
Group_2360_0	si:dkey-163f12.11	si:dkey-163f12.11 [Source:ZFIN%3BAcc:ZDB-GENE-081104-323]	021308	028528	027453	003025
Group_2361_1	sec61a1	Sec61 translocon alpha 1 subunit [Source:HGNC Symbol%3BAcc:HGNC:18276]	028776	018369	012268	020948
Group_2362_0	tbc1d20	TBC1 domain family member 20	026975	004427	027750	005663
Group_2362_2	zgc:63863	zgc:63863 [Source:ZFIN%3BAcc:ZDB-GENE-040426-1278]	018710	023844	010627	006616
Group_2363_1	msrb2	methionine sulfoxide reductase B2	020574	020070	018236	004826
Group_2364_0	cars	cysteinyl-tRNA synthetase	006051	016935	025754	013246
Group_2364_1	cars2	cysteinyl-tRNA synthetase 2%2C mitochondrial (putative)	026787	006847	009729	011890
Group_2365_0	gyltl1b	glycosyltransferase-like 1b [Source:ZFIN%3BAcc:ZDB-GENE-050419-253]	013179	019550	026439	013260
Group_2365_1	large	like-glycosyltransferase [Source:ZFIN%3BAcc:ZDB-GENE-061204-1]	007928	006168	025482	020060
Group_2366_0	phf21ab	PHD finger protein 21Ab [Source:ZFIN%3BAcc:ZDB-GENE-030131-6456]	004731	018118	004788	007699
Group_2366_1	phf21b	PHD finger protein 21B	004999	015849	006533	010464
Group_2367_1	eme2	essential meiotic structure-specific endonuclease subunit 2	022116	022294	029387	006925
Group_2368_0	siah2l	seven in absentia homolog 2 (Drosophila)-like [Source:ZFIN%3BAcc:ZDB-GENE-030922-1]	023747	020459	026906	005157
Group_2368_1	siah1	siah E3 ubiquitin protein ligase 1%2C transcript variant X1	020779	020311	007521	021767
Group_2369_0	hinfp	histone H4 transcription factor	012487	029360	013270	024661
Group_237_0	rorcb	RAR-related orphan receptor C b [Source:ZFIN%3BAcc:ZDB-GENE-040724-215]	006535	007977	028761	025505
