Loading gene coordinates...
Loading synonymous sites...
Loading non-synonymous sites...
Loading polymorphic sites...
Loading divergent sites...
Computing...
Group_5906_0 trappc1  have too few sites, skip
Group_6_6 prkcda  have too few sites, skip
Group_6016_0 ccdc174  have too few sites, skip
Group_5673_0 crbn  have too few sites, skip
Group_2939_1 pa2g4a  have too few sites, skip
Group_3978_0 rps26  have too few sites, skip
Group_715_3 ikzf4  have too few sites, skip
Group_53_25 rhebl1  have too few sites, skip
Group_711_4 prkag1  have too few sites, skip
Group_967_2 ankrd33ab  have too few sites, skip
Group_1498_2 b4galnt1  have too few sites, skip
Group_1310_0 c1galt1b  have too few sites, skip
Group_7922_0 apof  have too few sites, skip
Group_4338_0 gpr84  have too few sites, skip
Group_15_47 ankrd52  have too few sites, skip
Group_4004_0 npepl1  have too few sites, skip
Group_1889_0 ctsz  have too few sites, skip
Group_7134_0 nelfcd  have too few sites, skip
Group_6565_0 rabif  have too few sites, skip
Group_2124_0 adipor1a  have too few sites, skip
Group_8020_1 si:ch1073-456m8.1  have too few sites, skip
Group_1554_0 gdf11  have too few sites, skip
Group_125_8 olfml3b  have too few sites, skip
Group_19_15 cdk2  have too few sites, skip
Group_35_31 prph  have too few sites, skip
Group_4130_0 timeless  have too few sites, skip
Group_1079_2 loc107385657  have too few sites, skip
Group_85_7 mmp19  have too few sites, skip
Group_6469_0 suox  have too few sites, skip
Group_6470_0 mcrs1  have too few sites, skip
Group_315_5 cyp27b1  have too few sites, skip
Group_6472_1 mettl1  have too few sites, skip
Group_19_27 cdk4  have too few sites, skip
Group_860_4 pip4k2cb  have too few sites, skip
Group_2979_0 spryd3  have too few sites, skip
Group_996_6 loc107385643  have too few sites, skip
Group_0_8 znf740a  have too few sites, skip
Group_3_91-Group_3_92 unknown  have too few sites, skip
Group_3983_0 zc3h10  have too few sites, skip
Group_157_1 slc4a8  have too few sites, skip
Group_52_19 scn8a  have too few sites, skip
Group_723_1 atf7b  have too few sites, skip
Group_183_0 c1ql4a  have too few sites, skip
Group_426_6 myl6  have too few sites, skip
Group_422_7 znf385a  have too few sites, skip
Group_121_20 lrrc4ba  have too few sites, skip
Group_4844_0 si:dkey-159f12.2  have too few sites, skip
Group_7382_0 akt1s1  have too few sites, skip
Group_5_55 zgc:195001  have too few sites, skip
Group_84_1 mybpc2a  have too few sites, skip
Group_722_3 mettl21b  have too few sites, skip
Group_14_26 nr4a1  have too few sites, skip
Group_251_5 loc107385952  have too few sites, skip
Group_7347_0 sys1  have too few sites, skip
Group_1297_2 nrn1a  have too few sites, skip
Group_1430_0 loc107385606  have too few sites, skip
Group_231_2 zgc:113307  have too few sites, skip
Group_5492_0 il19l  have too few sites, skip
Group_7460_0 il10  have too few sites, skip
Group_22_5 mapkapk2a  have too few sites, skip
Group_5269_0 zgc:101564  have too few sites, skip
Group_560_0 foxp4  have too few sites, skip
Group_4384_0 tmem183a  have too few sites, skip
Group_552_3 ppfia4  have too few sites, skip
Group_887_2 myog  have too few sites, skip
Group_2236_1 mdm4  have too few sites, skip
Group_474_0 vamp3  have too few sites, skip
Group_292_4 psma5  have too few sites, skip
Group_260_4 sort1a  have too few sites, skip
Group_7223_0 spcs1  have too few sites, skip
Group_2381_1 glt8d1  have too few sites, skip
Group_2398_0 ccdc3b  have too few sites, skip
Group_1838_2 racgap1  have too few sites, skip
Group_150_9 msx1  have too few sites, skip
Group_1788_1 loc107385509  have too few sites, skip
Group_4045_0 rplp0  have too few sites, skip
Group_2929_1 im:7136021  have too few sites, skip
Group_320_0 myl2  have too few sites, skip
Group_46_28 crybb3  have too few sites, skip
Group_926_2 unc119b  have too few sites, skip
Group_211_10 msi1  have too few sites, skip
Group_2027_0 zgc:109965  have too few sites, skip
Group_1661_0 si:dkey-228b2.5  have too few sites, skip
Group_302_3 celf4  have too few sites, skip
Group_122_6 zgc:64106  have too few sites, skip
Group_2259_1 nop56  have too few sites, skip
Group_1437_0 ubap2a  have too few sites, skip
Group_4523_1 dcaf12  have too few sites, skip
Group_4400_0 ubap1  have too few sites, skip
Group_5984_0 nudt2  have too few sites, skip
Group_3211_1 rfesd  have too few sites, skip
Group_5136_0 si:dkey-6b12.5  have too few sites, skip
Group_2737_1 glrx  have too few sites, skip
Group_750_2 ell2  have too few sites, skip
Group_615_0 gbgt1l2  have too few sites, skip
Group_244_2 pcsk1  have too few sites, skip
Group_6171_0 si:dkey-184p9.9  have too few sites, skip
Group_1174_3 idh3b  have too few sites, skip
Group_1568_1 otop1  have too few sites, skip
Group_6396_0 thoc7  have too few sites, skip
Group_3118_1 atxn7  have too few sites, skip
Group_6524_0 psmd6  have too few sites, skip
Group_100_17 slc2a9l1  have too few sites, skip
Group_5294_0 slc25a26  have too few sites, skip
Group_8297_0 cox14  have too few sites, skip
Group_1292_1 gpd1b  have too few sites, skip
Group_2_46 zgc:92745  have too few sites, skip
Group_7095_0 bloc1s1  have too few sites, skip
Group_1008_3 eya2  have too few sites, skip
Group_683_2 ppp1r16b  have too few sites, skip
Group_1600_0 shmt2  have too few sites, skip
Group_71_28 inhbe  have too few sites, skip
Group_159_5 gli1  have too few sites, skip
Group_2712_0 soat2  have too few sites, skip
Group_51_19 sp7  have too few sites, skip
Group_2700_1 tarbp2  have too few sites, skip
Group_1646_2 loc107385315  have too few sites, skip
Group_184_6 map3k12  have too few sites, skip
Group_655_2 loc107385312  have too few sites, skip
Group_8_72 col2a1b  have too few sites, skip
Group_7943_0 npffl  have too few sites, skip
Group_67_14 poc1a  have too few sites, skip
Group_7451_0 alg14  have too few sites, skip
Group_2309_0 f3a  have too few sites, skip
Group_41_9 si:ch73-54f23.4  have too few sites, skip
Group_6693_0 ino80e  have too few sites, skip
Group_7652_0 abhd16a  have too few sites, skip
Group_335_6 si:ch73-22o12.1  have too few sites, skip
Group_123_13 atp1a3b  have too few sites, skip
Group_6595_0 rabac1  have too few sites, skip
Group_212_7 hrh1  have too few sites, skip
Group_6600_0 atg7  have too few sites, skip
Group_2734_1 vgll4  have too few sites, skip
Group_6597_0 tamm41  have too few sites, skip
Group_14_30 pparg  have too few sites, skip
Group_1433_2 iffo2b  have too few sites, skip
Group_6099_0 mrto4  have too few sites, skip
Group_5755_0 akr7a3  have too few sites, skip
Group_5012_0 mrps16  have too few sites, skip
Group_3740_0 errfi1  have too few sites, skip
Group_5586_0 fam213b  have too few sites, skip
Group_7592_0 miip  have too few sites, skip
Group_41_7 trim62  have too few sites, skip
Group_459_1 si:dkey-264d12.4  have too few sites, skip
Group_27_6 foxj3  have too few sites, skip
Group_3227_1 prdm2b  have too few sites, skip
Group_1382_1 skib  have too few sites, skip
Group_44_13 si:dkey-183j2.10  have too few sites, skip
Group_189_1 brpf3a  have too few sites, skip
Group_2305_0 mon1bb  have too few sites, skip
Group_8155_0 tcta  have too few sites, skip
Group_1093_0 twf2  have too few sites, skip
Group_6351_0 zmynd10  have too few sites, skip
Group_2992_1 tusc2a  have too few sites, skip
Group_343_7 hyal2  have too few sites, skip
Group_478_1 loc107372916  have too few sites, skip
Group_7042_0 taf9  have too few sites, skip
Group_884_2 apbb3  have too few sites, skip
Group_5959_0 ndufa2  have too few sites, skip
Group_778_2 fo704810.2  have too few sites, skip
Group_6873_0 ttc1  have too few sites, skip
Group_873_0 mst1  have too few sites, skip
Group_2527_0 si:ch211-161c3.5  have too few sites, skip
Group_67_0 gnb1b  have too few sites, skip
Group_2631_1 tardbp  have too few sites, skip
Group_5138_0 apitd1  have too few sites, skip
Group_5334_0 rsg1  have too few sites, skip
Group_440_5 si:ch73-15b2.5  have too few sites, skip
Group_272_8 edem1  have too few sites, skip
Group_80_24 gnat1  have too few sites, skip
Group_47_0 sema3f  have too few sites, skip
Group_400_6 slc38a3b  have too few sites, skip
Group_863_4 gpx1a  have too few sites, skip
Group_3263_0 tex264  have too few sites, skip
Group_8478_0 loc107385190  have too few sites, skip
Group_530_6 loc107385183  have too few sites, skip
Group_22_52 camk1a  have too few sites, skip
Group_1095_3 cadps  have too few sites, skip
Group_57_37 loc107385170  have too few sites, skip
Group_57_39 loc107385169  have too few sites, skip
Group_5686_0 trub2  have too few sites, skip
Group_5684_0 hdhd3  have too few sites, skip
Group_6943_0 tgfa  have too few sites, skip
Group_100_20 slc2a11a  have too few sites, skip
Group_906_1 zgc:172271  have too few sites, skip
Group_7458_0 sirt4  have too few sites, skip
Group_130_9 ppil1  have too few sites, skip
Group_6942_0 si:ch211-157b11.12  have too few sites, skip
Group_234_11 slc26a6l  have too few sites, skip
Group_2992_0 tusc2b  have too few sites, skip
Group_1115_0 rassf1  have too few sites, skip
Group_3075_1 tmem125  have too few sites, skip
Group_375_7 ap1m3  have too few sites, skip
Group_7093_1 si:ch73-185c24.2  have too few sites, skip
Group_26_45 tie1  have too few sites, skip
Group_2261_1 ddah1  have too few sites, skip
Group_281_0 cyr61  have too few sites, skip
Group_2427_1 syde2  have too few sites, skip
Group_793_3 mcoln3  have too few sites, skip
Group_1357_2 gpsm2l  have too few sites, skip
Group_12_71 ephb1  have too few sites, skip
Group_241_10 gpc1a  have too few sites, skip
Group_241_5 gpc5b  have too few sites, skip
Group_42_29 chrnb1l  have too few sites, skip
Group_42_28 chrnb1  have too few sites, skip
Group_5969_0 tmem256  have too few sites, skip
Group_124_0 nlgn2a  have too few sites, skip
Group_627_1 acat1  have too few sites, skip
Group_4_11 rab27b  have too few sites, skip
Group_817_2 gdpd5a  have too few sites, skip
Group_4823_0 nccrp1  have too few sites, skip
Group_1085_3 irf2bp1  have too few sites, skip
Group_399_5 wnk2  have too few sites, skip
Group_1207_0 si:ch1073-278o19.1  have too few sites, skip
Group_3347_0-Group_3347_1 card19  have too few sites, skip
Group_694_1 bicd2  have too few sites, skip
Group_1447_1 tkta  have too few sites, skip
Group_1017_2 lsm14b  have too few sites, skip
Group_759_4 taf4a  have too few sites, skip
Group_49_24 cdh4  have too few sites, skip
Group_703_1 mbtd1  have too few sites, skip
Group_1082_3 nme2b.2  have too few sites, skip
Group_308_5 rapgefl1  have too few sites, skip
Group_1103_1 si:ch211-202p1.5  have too few sites, skip
Group_25_40 cldn20  have too few sites, skip
Group_7933_0 tmem242  have too few sites, skip
Group_5931_0 rpusd4  have too few sites, skip
Group_582_1 qrich1  have too few sites, skip
Group_661_0 tmcc1b  have too few sites, skip
Group_7158_0 pigu  have too few sites, skip
Group_1935_0 gmppb  have too few sites, skip
Group_5254_0 pde12  have too few sites, skip
Group_930_2 atp6ap1l  have too few sites, skip
Group_5630_1 rps23  have too few sites, skip
Group_1325_1 ip6k1  have too few sites, skip
Group_6915_0 ccdc66  have too few sites, skip
Group_2024_0 dennd6a  have too few sites, skip
Group_183_7-Group_183_8 c1qb  have too few sites, skip
Group_183_9 c1qa  have too few sites, skip
Group_8004_0 mych  have too few sites, skip
Group_841_1 tulp1b  have too few sites, skip
Group_733_2 tead3b  have too few sites, skip
Group_345_2 tnnt2b  have too few sites, skip
Group_246_6 tnni1a  have too few sites, skip
Group_434_2 csrp1b  have too few sites, skip
Group_84_3 mybphb  have too few sites, skip
Group_3302_1 loc107385031  have too few sites, skip
Group_84_8 igfn1.2  have too few sites, skip
Group_335_4 pvrl1b  have too few sites, skip
Group_5552_0 ttc36  have too few sites, skip
Group_54_13-Group_54_15 gabrb2  have too few sites, skip
Group_54_35 gabra6b  have too few sites, skip
Group_1720_3 nudt3a  have too few sites, skip
Group_4232_1 rps10  have too few sites, skip
Group_2866_1 zgc:101577  have too few sites, skip
Group_7644_0 snrpc  have too few sites, skip
Group_1754_1 tcp11x2  have too few sites, skip
Group_100_0 slc2a1b  have too few sites, skip
Group_217_8 si:dkey-166d12.2  have too few sites, skip
Group_121_14 lrig2  have too few sites, skip
Group_4769_0 kin  have too few sites, skip
Group_4503_0 atp5c1  have too few sites, skip
Group_303_4 magi3b  have too few sites, skip
Group_3096_1 ora1  have too few sites, skip
Group_3096_0 ora1  have too few sites, skip
Group_2225_0 zgc:175264  have too few sites, skip
Group_460_4 pfkfb2b  have too few sites, skip
Group_424_3 lmcd1  have too few sites, skip
Group_43_6 chd6  have too few sites, skip
Group_20_50 ptprt  have too few sites, skip
Group_29_44 slc6a6a  have too few sites, skip
Group_6112_0 nfs1  have too few sites, skip
Group_7749_0 rbm12  have too few sites, skip
Group_642_1 st3gal8  have too few sites, skip
Group_35_14 si:dkey-222f2.1  have too few sites, skip
Group_7030_0 sec13  have too few sites, skip
Group_6841_0 cox6c  have too few sites, skip
Group_31_18 si:dkey-43k4.5  have too few sites, skip
Group_116_5 si:dkeyp-3f10.17  have too few sites, skip
Group_137_14 matn4  have too few sites, skip
Group_1722_1 rbpjl  have too few sites, skip
Group_2066_0 cept1b  have too few sites, skip
Group_2053_0 dram2b  have too few sites, skip
Group_5245_0 zgc:162255  have too few sites, skip
Group_2460_1 pmepa1  have too few sites, skip
Group_2459_0 pck1  have too few sites, skip
Group_618_4 loc107384948  have too few sites, skip
Group_795_3 pnp4a  have too few sites, skip
Group_6940_1 uqcc2  have too few sites, skip
Group_4946_0 zgc:112163  have too few sites, skip
Group_2428_0 rae1  have too few sites, skip
Group_460_0 pfkfb4a  have too few sites, skip
Group_1325_2 ip6k2a  have too few sites, skip
Group_56_49 loc107384928  have too few sites, skip
Group_7889_0 asip1  have too few sites, skip
Group_707_2 ahcy  have too few sites, skip
Group_1972_2 abraa  have too few sites, skip
Group_420_4 rims4  have too few sites, skip
Group_1391_2 pank4  have too few sites, skip
Group_7771_0 agtrap  have too few sites, skip
Group_1814_0 rpl22  have too few sites, skip
Group_1802_1 rbm15b  have too few sites, skip
Group_3459_1 manf  have too few sites, skip
Group_7273_0 oser1  have too few sites, skip
Group_213_9 fam83c  have too few sites, skip
Group_7388_0 snrpb  have too few sites, skip
Group_1842_2 rnf182  have too few sites, skip
Group_7217_0 zgc:109913  have too few sites, skip
Group_199_8 pik3c2b  have too few sites, skip
Group_1121_1 si:ch211-236d3.4  have too few sites, skip
Group_6886_0 mkrn2os.2  have too few sites, skip
Group_1618_1 rbm39a  have too few sites, skip
Group_1602_2 loc107384856  have too few sites, skip
Group_7048_0 pcif1  have too few sites, skip
Group_6102_0 polr2j  have too few sites, skip
Group_5167_0 nicn1  have too few sites, skip
Group_3104_0 igsf21a  have too few sites, skip
Group_8757_0 si:ch211-226m7.4  have too few sites, skip
Group_222_2 nmur3  have too few sites, skip
Group_4273_1 guca2a  have too few sites, skip
Group_1176_0 alpl  have too few sites, skip
Group_6901_0 sh2d5  have too few sites, skip
Group_5440_0 eif6  have too few sites, skip
Group_123_7 atp2b4  have too few sites, skip
Group_8122_0 unknown  have too few sites, skip
Group_6041_0 pdhb  have too few sites, skip
Group_190_4 irf2  have too few sites, skip
Group_7978_1 cenpu  have too few sites, skip
Group_5574_0 nxt2  have too few sites, skip
Group_229_7 acsl4a  have too few sites, skip
Group_179_12 mtm1  have too few sites, skip
Group_2981_1 cd99l2  have too few sites, skip
Group_2696_0 mpdu1  have too few sites, skip
Group_5573_0 mblac1  have too few sites, skip
Group_454_0 zgc:172079  have too few sites, skip
Group_541_8 gal3st4  have too few sites, skip
Group_6692_0 zcchc4  have too few sites, skip
Group_442_3-Group_442_4 ablim2  have too few sites, skip
Group_6_53 prkx  have too few sites, skip
Group_6276_0 pudp  have too few sites, skip
Group_124_18 nlgn4b  have too few sites, skip
Group_96_14 calcrlb  have too few sites, skip
Group_985_3 runx1  have too few sites, skip
Group_2_75 loc107379393  have too few sites, skip
Group_3244_0 apoa2  have too few sites, skip
Group_3977_0 loc107384536  have too few sites, skip
Group_6157_0 gtf3c3  have too few sites, skip
Group_2364_1 cars2  have too few sites, skip
Group_5941_0 ddrgk1  have too few sites, skip
Group_36_2 ddx4  have too few sites, skip
Group_242_10 cnga3b  have too few sites, skip
Group_390_2 atp1b1b  have too few sites, skip
Group_200_11 arhgap1  have too few sites, skip
Group_1244_2 eef1b2  have too few sites, skip
